Handle,Variant SKU,vendor_ATUAL,vendor_SUGERIDO,motivo,productType
1-2-45-elbow-street-316-stainless-steel-press,GVLF-470-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-45-elbow-street-316-stainless-steel-press,GVLF-470-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-45-elbow-street-316-stainless-steel-press,GVLF-470-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-45-elbow-street-316-stainless-steel-press,GVLF-470-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-45-elbow-316-stainless-steel-press,GVLF-471-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-45-elbow-316-stainless-steel-press,GVLF-471-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-45-elbow-316-stainless-steel-press,GVLF-471-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-45-elbow-316-stainless-steel-press,GVLF-471-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-45-elbow-316-stainless-steel-press,GVLF-471-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-2-tee-316-stainless-steel-press,GVLF-473-075.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-2-tee-316-stainless-steel-press,GVLF-473-100.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x3-4-tee-316-stainless-steel-press,GVLF-473-100.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-2-tee-316-stainless-steel-press,GVLF-473-150.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x3-4-tee-316-stainless-steel-press,GVLF-473-150.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-tee-316-stainless-steel-press,GVLF-473-150.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-2-tee-316-stainless-steel-press,GVLF-473-200.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x3-4-tee-316-stainless-steel-press,GVLF-473-200.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-tee-316-stainless-steel-press,GVLF-473-200.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-1-2-tee-316-stainless-steel-press,GVLF-473-200.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-2-fitting-reducer-316-stainless-steel-press,GVLF-474-075.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-2-fitting-reducer-316-stainless-steel-press,GVLF-474-100.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x3-4-fitting-reducer-316-stainless-steel-press,GVLF-474-100.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-2-fitting-reducer-316-stainless-steel-press,GVLF-474-150.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x3-4-fitting-reducer-316-stainless-steel-press,GVLF-474-150.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-fitting-reducer-316-stainless-steel-press,GVLF-474-150.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-2-fitting-reducer-316-stainless-steel-press,GVLF-474-200.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x3-4-fitting-reducer-316-stainless-steel-press,GVLF-474-200.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-fitting-reducer-316-stainless-steel-press,GVLF-474-200.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-1-2-fitting-reducer-316-stainless-steel-press,GVLF-474-200.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-male-adapter-316-stainless-steel-press,GVLF-476-050.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-male-adapter-316-stainless-steel-press-gvlf-476-050-100-e-316,GVLF-476-050.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-male-adapter-316-stainless-steel-press,GVLF-476-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-2-male-adapter-316-stainless-steel-press,GVLF-476-075.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-male-adapter-316-stainless-steel-press,GVLF-476-075.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-1-4prs-male-adapter-316-stainless-steel-press,GVLF-476-075.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-male-adapter-316-stainless-steel-press,GVLF-476-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x3-4-male-adapter-316-stainless-steel-press,GVLF-476-100.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-1-4-male-adapter-316-stainless-steel-press,GVLF-476-100.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-1-2-male-adapter-316-stainless-steel-press,GVLF-476-100.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-male-adapter-316-stainless-steel-press,GVLF-476-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x3-4-male-adapter-316-stainless-steel-press,GVLF-476-150.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-male-adapter-316-stainless-steel-press-gvlf-476-150-100-e-316,GVLF-476-150.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-1-4-male-adapter-316-stainless-steel-press,GVLF-476-150.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-male-adapter-316-stainless-steel-press,GVLF-476-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-1-2-male-adapter-316-stainless-steel-press,GVLF-476-200.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2x3-4-tee-female-316-stainless-steel-press,GVLF-478-050.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-tee-female-316-stainless-steel-press,GVLF-478-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-2-tee-female-316-stainless-steel-press,GVLF-478-075.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-tee-female-316-stainless-steel-press,GVLF-478-075.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-tee-female-316-stainless-steel-press,GVLF-478-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-2-tee-female-316-stainless-steel-press,GVLF-478-100.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x3-4-tee-female-316-stainless-steel-press,GVLF-478-100.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-1-4-tee-female-316-stainless-steel-press,GVLF-478-100.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-tee-female-316-stainless-steel-press,GVLF-478-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-2-tee-female-316-stainless-steel-press,GVLF-478-150.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x3-4-tee-female-316-stainless-steel-press,GVLF-478-150.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-tee-female-316-stainless-steel-press,GVLF-478-150.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-tee-female-316-stainless-steel-press,GVLF-478-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-2-tee-female-316-stainless-steel-press,GVLF-478-200.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x3-4-tee-female-316-stainless-steel-press,GVLF-478-200.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-tee-female-316-stainless-steel-press,GVLF-478-200.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-female-adapter-316-stainless-steel-press,GVLF-479-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2x3-4-female-adapter-316-stainless-steel-press,GVLF-479-050.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-female-adapter-316-stainless-steel-press,GVLF-479-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-2-female-adapter-316-stainless-steel-press,GVLF-479-075.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-female-adapter-316-stainless-steel-press,GVLF-479-075.100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4x1-1-4-female-adapter-316-stainless-steel-press,GVLF-479-075.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-female-adapter-316-stainless-steel-press,GVLF-479-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-2-female-adapter-316-stainless-steel-press,GVLF-479-100.050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x3-4-female-adapter-316-stainless-steel-press,GVLF-479-100.075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-1-4-female-adapter-316-stainless-steel-press,GVLF-479-100.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1x1-1-2-female-adapter-316-stainless-steel-press,GVLF-479-100.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-female-adapter-316-stainless-steel-press,GVLF-479-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x1-1-4-female-adapter-316-stainless-steel-press,GVLF-479-150.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2x2-female-adapter-316-stainless-steel-press,GVLF-479-150.200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-female-adapter-316-stainless-steel-press,GVLF-479-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-1-4-female-adapter-316-stainless-steel-press,GVLF-479-200.125-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2x1-1-2-female-adapter-316-stainless-steel-press,GVLF-479-200.150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-cap-316-stainless-steel-press,GVLF-484-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-cap-316-stainless-steel-press,GVLF-484-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-cap-316-stainless-steel-press,GVLF-484-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-cap-316-stainless-steel-press,GVLF-484-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-cap-316-stainless-steel-press,GVLF-484-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-union-316-stainless-steel-press,GVLF-485-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-union-316-stainless-steel-press,GVLF-485-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-union-316-stainless-steel-press,GVLF-485-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-union-316-stainless-steel-press,GVLF-485-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-union-316-stainless-steel-press,GVLF-485-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
