handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-zd28x12tz-u-truezone-parallel-blade-zone-damper-28-in-x-12-in,HONE-ZD28X12TZ/U,"Resideo ZD28X12TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 12 in",349.96,10.1,1344.000,9.67,0.0289,General,free-ship-eligible
resideo-zd28x14tz-u-truezone-parallel-blade-zone-damper-28-in-x-14-in,HONE-ZD28X14TZ/U,"Resideo ZD28X14TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 14 in",375.96,10.1,1568.000,11.28,0.0300,General,free-ship-eligible
resideo-zd28x16tz-u-truezone-parallel-blade-zone-damper-28-in-x-16-in,HONE-ZD28X16TZ/U,"Resideo ZD28X16TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 16 in",393.64,11.7,1792.000,12.89,0.0328,General,free-ship-eligible
resideo-zd28x20tz-u-truezone-parallel-blade-zone-damper-28-in-x-20-in,HONE-ZD28X20TZ/U,"Resideo ZD28X20TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 20 in",430.94,13.2,2240.000,16.12,0.0374,THS Standard - no free shipping,
resideo-zd28x6tz-u-truezone-parallel-blade-zone-damper-28-in-x-6-in,HONE-ZD28X6TZ/U,"Resideo ZD28X6TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 6 in",297.46,6.6,672.000,4.83,0.0222,General,free-ship-eligible
resideo-zd28x8tz-u-truezone-parallel-blade-zone-damper-28-in-x-8-in,HONE-ZD28X8TZ/U,"Resideo ZD28X8TZ/U TrueZONE Parallel Blade Zone Damper, 28 in x 8 in",317.07,7.7,896.000,6.45,0.0243,General,free-ship-eligible
resideo-zd6x10tz-u-truezone-parallel-blade-zone-damper-6-in-x-10-in,HONE-ZD6X10TZ/U,"Resideo ZD6X10TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 10 in",255.20,4.5,240.000,1.73,0.0176,General,free-ship-eligible
resideo-zd6x12tz-u-truezone-parallel-blade-zone-damper-6-in-x-12-in,HONE-ZD6X12TZ/U,"Resideo ZD6X12TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 12 in",260.51,5.1,288.000,2.07,0.0196,General,free-ship-eligible
resideo-zd6x14tz-u-truezone-parallel-blade-zone-damper-6-in-x-14-in,HONE-ZD6X14TZ/U,"Resideo ZD6X14TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 14 in",265.37,5.2,336.000,2.42,0.0196,General,free-ship-eligible
resideo-zd6x16tz-u-truezone-parallel-blade-zone-damper-6-in-x-16-in,HONE-ZD6X16TZ/U,"Resideo ZD6X16TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 16 in",269.94,6.1,384.000,2.76,0.0226,General,free-ship-eligible
resideo-zd6x18tz-u-truezone-parallel-blade-zone-damper-6-in-x-18-in,HONE-ZD6X18TZ/U,"Resideo ZD6X18TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 18 in",272.17,6.6,432.000,3.11,0.0242,General,free-ship-eligible
resideo-zd6x20tz-u-truezone-parallel-blade-zone-damper-6-in-x-20-in,HONE-ZD6X20TZ/U,"Resideo ZD6X20TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 20 in",279.76,6.9,480.000,3.45,0.0247,General,free-ship-eligible
resideo-zd6x22tz-u-truezone-parallel-blade-zone-damper-6-in-x-22-in,HONE-ZD6X22TZ/U,"Resideo ZD6X22TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 22 in",286.04,7.4,528.000,3.80,0.0259,General,free-ship-eligible
resideo-zd6x24tz-u-truezone-parallel-blade-zone-damper-6-in-x-24-in,HONE-ZD6X24TZ/U,"Resideo ZD6X24TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 24 in",290.56,7.8,,0.00,0.0268,General,free-ship-eligible
resideo-zd6x28tz-u-truezone-parallel-blade-zone-damper-6-in-x-28-in,HONE-ZD6X28TZ/U,"Resideo ZD6X28TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 28 in",297.46,9.6,672.000,4.83,0.0323,General,free-ship-eligible
resideo-zd6x6tz-u-truezone-parallel-blade-zone-damper-6-in-x-6-in,HONE-ZD6X6TZ/U,"Resideo ZD6X6TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 6 in",244.96,3.9,144.000,1.04,0.0159,General,free-ship-eligible
resideo-zd6x8tz-u-truezone-parallel-blade-zone-damper-6-in-x-8-in,HONE-ZD6X8TZ/U,"Resideo ZD6X8TZ/U TrueZONE Parallel Blade Zone Damper, 6 in x 8 in",253.47,4.3,192.000,1.38,0.0170,General,free-ship-eligible
resideo-zd8x10tz-u-truezone-parallel-blade-zone-damper-8-in-x-10-in,HONE-ZD8X10TZ/U,"Resideo ZD8X10TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 10 in",215.50,4.8,320.000,2.30,0.0223,General,free-ship-eligible
resideo-zd8x12tz-u-truezone-parallel-blade-zone-damper-8-in-x-12-in,HONE-ZD8X12TZ/U,"Resideo ZD8X12TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 12 in",223.80,5.4,384.000,2.76,0.0241,General,free-ship-eligible
resideo-zd8x14tz-u-truezone-parallel-blade-zone-damper-8-in-x-14-in,HONE-ZD8X14TZ/U,"Resideo ZD8X14TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 14 in",227.14,5.7,448.000,3.22,0.0251,General,free-ship-eligible
resideo-zd8x16tz-u-truezone-parallel-blade-zone-damper-8-in-x-16-in,HONE-ZD8X16TZ/U,"Resideo ZD8X16TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 16 in",229.64,6.6,512.000,3.68,0.0287,General,free-ship-eligible
resideo-zd8x18tz-u-truezone-parallel-blade-zone-damper-8-in-x-18-in,HONE-ZD8X18TZ/U,"Resideo ZD8X18TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 18 in",233.79,7.1,576.000,4.14,0.0304,General,free-ship-eligible
resideo-zd8x22tz-u-truezone-parallel-blade-zone-damper-8-in-x-22-in,HONE-ZD8X22TZ/U,"Resideo ZD8X22TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 22 in",282.87,8.0,704.000,5.06,0.0283,General,free-ship-eligible
resideo-zd8x24tz-u-truezone-parallel-blade-zone-damper-8-in-x-24-in,HONE-ZD8X24TZ/U,"Resideo ZD8X24TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 24 in",247.11,8.3,768.000,5.53,0.0336,General,free-ship-eligible
resideo-zd8x26tz-u-truezone-parallel-blade-zone-damper-8-in-x-26-in,HONE-ZD8X26TZ/U,"Resideo ZD8X26TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 26 in",310.17,9.4,832.000,5.99,0.0303,General,free-ship-eligible
resideo-zd8x28tz-u-truezone-parallel-blade-zone-damper-8-in-x-28-in,HONE-ZD8X28TZ/U,"Resideo ZD8X28TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 28 in",317.07,9.3,896.000,6.45,0.0293,General,free-ship-eligible
resideo-zd8x6tz-u-truezone-parallel-blade-zone-damper-8-in-x-6-in,HONE-ZD8X6TZ/U,"Resideo ZD8X6TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 6 in",252.24,4.0,192.000,1.38,0.0159,General,free-ship-eligible
resideo-zd8x8tz-u-truezone-parallel-blade-zone-damper-8-in-x-8-in,HONE-ZD8X8TZ/U,"Resideo ZD8X8TZ/U TrueZONE Parallel Blade Zone Damper, 8 in x 8 in",205.60,4.6,256.000,1.84,0.0224,General,free-ship-eligible
resideo-taz-4h-u-add-a-zone-panel-adds-4-zones,HONE-TAZ-4H/U,"Resideo TAZ-4H/U Add-A-Zone Panel, Adds 4 Zones",295.34,2.1,,0.00,0.0071,General,free-ship-eligible
resideo-thm6000r7001-u-redlink-internet-gateway-with-ethernet,HONE-THM6000R7001/U,Resideo THM6000R7001/U RedLINK Internet Gateway with Ethernet,103.11,0.6,,0.00,0.0058,General,free-ship-eligible
resideo-yerm5220r8321-u-equipment-remote-module-with-visionpro,HONE-YERM5220R8321/U,Resideo YERM5220R8321/U Equipment Remote Module with VisionPRO,446.93,2.3,65.93535,0.47,0.0051,General,free-ship-eligible
resideo-120320-u-replacement-cell-for-c554,HONE-120320/U,Resideo 120320/U Replacement Cell for C554,33.70,0.1,0.559551,0.00,0.0030,General,free-ship-eligible
resideo-r8182d1079-u-aquastat-protectorelay-high-limit-130240f-low-limit-110220f-vertical-mount,HONE-R8182D1079/U,"Resideo R8182D1079/U AquaStat Protectorelay, High Limit 130–240°F, Low Limit 110–220°F, Vertical Mount",1166.89,4.8,128.767800,0.93,0.0041,General,free-ship-eligible
resideo-r8182h1070-u-aquastat-protectorelay-high-limit-130240f-low-limit-110220f-j-box-mount,HONE-R8182H1070/U,"Resideo R8182H1070/U AquaStat Protectorelay, High Limit 130–240°F, Low Limit 110–220°F, J-Box Mount",1172.59,5.6,128.767800,0.93,0.0048,General,free-ship-eligible
resideo-r8184g4033-u-oil-primary-control-120-vac-30-sec-safety-switch-timing-gray,HONE-R8184G4033/U,"Resideo R8184G4033/U Oil Primary Control, 120 VAC, 30 Sec Safety Switch Timing, Gray",168.49,1.2,,0.00,0.0071,General,free-ship-eligible
resideo-r8184m1051-u-protectorelay-oil-primary-control-120-vac-45-sec-safety-switch-timing,HONE-R8184M1051/U,"Resideo R8184M1051/U Protectorelay Oil Primary Control, 120 VAC, 45 Sec Safety Switch Timing",264.33,2.9,85.728475,0.62,0.0110,General,free-ship-eligible
resideo-w8735s1000-u-aquareset-outdoor-reset-kit-with-wired-temperature-sensor,HONE-W8735S1000/U,Resideo W8735S1000/U AquaReset Outdoor Reset Kit with Wired Temperature Sensor,511.06,0.5,,0.00,0.0010,General,free-ship-eligible
resideo-w8735s3000-u-enviracom-alarm-module,HONE-W8735S3000/U,Resideo W8735S3000/U EnviraCOM Alarm Module,60.23,0.2,6.674232,0.05,0.0033,General,free-ship-eligible
resideo-w8735y1000-u-wireless-outdoor-temperature-sensor,HONE-W8735Y1000/U,Resideo W8735Y1000/U Wireless Outdoor Temperature Sensor,342.09,1.0,31.692000,0.23,0.0029,General,free-ship-eligible
resideo-yth5320r1025-u-wireless-zoning-adapter-kit-with-wireless-focuspro-non-programmable-thermostat,HONE-YTH5320R1025/U,Resideo YTH5320R1025/U Wireless Zoning Adapter Kit with Wireless FocusPRO Non-Programmable Thermostat,281.36,1.5,,0.00,0.0053,General,free-ship-eligible
resideo-yth6320r1023-u-wireless-zoning-adapter-kit-with-wireless-focuspro-5-1-1-programmable-thermostat,HONE-YTH6320R1023/U,Resideo YTH6320R1023/U Wireless Zoning Adapter Kit with Wireless FocusPRO 5-1-1 Programmable Thermostat,289.90,1.5,,0.00,0.0052,General,free-ship-eligible
resideo-ant4010-u-external-antenna,HONE-ANT4010/U,Resideo ANT4010/U External Antenna,73.81,0.7,,0.00,0.0095,General,free-ship-eligible
resideo-th2110wf4008-u-focuspro-wi-fi-smart-thermostat-1h-1c,HONE-TH2110WF4008/U,"Resideo TH2110WF4008/U FocusPRO Wi-Fi Smart Thermostat, 1H/1C",75.89,0.62,,0.00,0.0082,General,free-ship-eligible
resideo-th2320wf4010-u-focuspro-wi-fi-smart-thermostat-3h-2c,HONE-TH2320WF4010/U,"Resideo TH2320WF4010/U FocusPRO Wi-Fi Smart Thermostat, 3H/2C",93.83,0.62,,0.00,0.0066,General,free-ship-eligible
resideo-th6320wf2003-u-t6-thermostat-up-to-3h-2c-heat-pump-2h-2c-conventional-ventilation,HONE-TH6320WF2003/U,"Resideo TH6320WF2003/U T6 Thermostat, Up to 3H/2C Heat Pump, 2H/2C Conventional, Ventilation",229.49,0.9,,0.00,0.0039,General,free-ship-eligible
resideo-th6320zw2007-u-t6-pro-z-wave-thermostat-700-series,HONE-TH6320ZW2007/U,"Resideo TH6320ZW2007/U T6 Pro Z-Wave Thermostat, 700 Series",177.07,1.0,,0.00,0.0056,General,free-ship-eligible
resideo-th8320r1003-u-visionpro-8000-thermostat-with-redlink-7-day-programmable,HONE-TH8320R1003/U,"Resideo TH8320R1003/U VisionPRO 8000 Thermostat with RedLINK, 7-Day Programmable",287.29,1.1,,0.00,0.0038,General,free-ship-eligible
resideo-th8321r1001-u-visionpro-8000-thermostat-with-redlink-and-iaq-contacts-7-day-programmable,HONE-TH8321R1001/U,"Resideo TH8321R1001/U VisionPRO 8000 Thermostat with RedLINK and IAQ Contacts, 7-Day Programmable",316.29,1.1,,0.00,0.0035,General,free-ship-eligible
resideo-thx321wf3003w-u-t10-wi-fi-thermostat-without-remote-sensor-white,HONE-THX321WF3003W/U,"Resideo THX321WF3003W/U T10+ Wi-Fi Thermostat without Remote Sensor, White",265.33,0.8,,0.00,0.0030,General,free-ship-eligible
resideo-thx321wfs3001w-u-t10-wi-fi-thermostat-with-remote-sensor-white,HONE-THX321WFS3001W/U,"Resideo THX321WFS3001W/U T10+ Wi-Fi Thermostat with Remote Sensor, White",303.23,0.9,,0.00,0.0030,General,free-ship-eligible
resideo-yth8321r1002-u-visionpro-8000-redlink-kit-with-iaq-contacts-and-internet-gateway,HONE-YTH8321R1002/U,Resideo YTH8321R1002/U VisionPRO 8000 RedLINK Kit with IAQ Contacts and Internet Gateway,362.19,1.8,,0.00,0.0050,General,free-ship-eligible
resideo-ythm1004r3000-u-redlink-3-0-kit-with-t10-thermostat-and-eim-3-0,HONE-YTHM1004R3000/U,Resideo YTHM1004R3000/U RedLINK 3.0 Kit with T10+ Thermostat and EIM 3.0,491.36,2.4,,0.00,0.0049,General,free-ship-eligible
resideo-ythm1004r3001-u-redlink-3-0-kit-with-t10-thermostat-eim-3-0-and-oas-3-0,HONE-YTHM1004R3001/U,"Resideo YTHM1004R3001/U RedLINK 3.0 Kit with T10+ Thermostat, EIM 3.0 and OAS 3.0",540.67,2.8,,0.00,0.0052,General,free-ship-eligible
resideo-ythx9421r5085ww-u-prestige-2-wire-iaq-kit-with-redlink-white,HONE-YTHX9421R5085WW/U,"Resideo YTHX9421R5085WW/U Prestige 2-Wire IAQ Kit with RedLINK, White",505.74,1.9,,0.00,0.0038,General,free-ship-eligible
resideo-c7089r3013-u-outdoor-air-sensor-3-0,HONE-C7089R3013/U,Resideo C7089R3013/U Outdoor Air Sensor 3.0,118.09,0.4,,0.00,0.0034,General,free-ship-eligible
resideo-c7189r3002-2-u-redlink-3-0-indoor-air-sensor-2-pack,HONE-C7189R3002-2/U,"Resideo C7189R3002-2/U RedLINK 3.0 Indoor Air Sensor, 2-Pack",115.84,0.6,,0.00,0.0052,General,free-ship-eligible
resideo-c7189r3010-2-u-elite-id-redlink-3-0-indoor-air-sensors,HONE-C7189R3010-2/U,Resideo C7189R3010-2/U Elite ID RedLINK 3.0 Indoor Air Sensors,99.36,0.4,,0.00,0.0040,General,free-ship-eligible
resideo-rem5000r1001-u-redlink-portable-comfort-control,HONE-REM5000R1001/U,Resideo REM5000R1001/U RedLINK Portable Comfort Control,164.59,0.8,,0.00,0.0049,General,free-ship-eligible
resideo-tlm1110r1000-u-wireless-line-voltage-equipment-interface-module-redlink-100240v,HONE-TLM1110R1000/U,"Resideo TLM1110R1000/U Wireless Line Voltage Equipment Interface Module, RedLINK, 100–240V",200.71,0.9,,0.00,0.0045,General,free-ship-eligible
resideo-atm100-spk-u-aube-wireless-line-voltage-equipment-interface-module-redlink-100240v,HONE-ATM100-SPK/U,"Resideo ATM100-SPK/U Aube Wireless Line Voltage Equipment Interface Module, RedLINK, 100–240V",220.74,0.8,,0.00,0.0036,General,free-ship-eligible
resideo-eim4010-u-enhanced-equipment-interface-module,HONE-EIM4010/U,Resideo EIM4010/U Enhanced Equipment Interface Module,130.17,0.8,68.860992,0.50,0.0061,General,free-ship-eligible
resideo-thx1200w7s-u-elite-pro-1200-spare-thermostat-black,HONE-THX1200W7S/U,"Resideo THX1200W7S/U Elite Pro 1200 Spare Thermostat, Black",215.61,0.9,,0.00,0.0042,General,free-ship-eligible
resideo-sv9520h8513-u-direct-ignition-smartvalve-fast-slow-opening-1-2-in-x-1-2-in-3-5-in-wc,HONE-SV9520H8513/U,"Resideo SV9520H8513/U Direct Ignition SmartValve, Fast-Slow Opening, 1/2 in x 1/2 in, 3.5 in WC",447.84,2.1,64.288,0.46,0.0047,General,free-ship-eligible
resideo-vr8200a2132-u-standing-pilot-gas-valve-standard-opening-1-2-in-x-1-2-in-3-5-in-wc,HONE-VR8200A2132/U,"Resideo VR8200A2132/U Standing Pilot Gas Valve, Standard Opening, 1/2 in x 1/2 in, 3.5 in WC",151.67,2.1,69.662775,0.50,0.0138,General,free-ship-eligible
resideo-st9120u1011-u-electronic-fan-timer-24-vac,HONE-ST9120U1011/U,"Resideo ST9120U1011/U Electronic Fan Timer, 24 VAC",213.79,1.0,38.8125,0.28,0.0047,General,free-ship-eligible
resideo-s8610u3009-u-universal-ignition-control-continuous-retry-natural-or-lp-gas,HONE-S8610U3009/U,"Resideo S8610U3009/U Universal Ignition Control, Continuous Retry, Natural or LP Gas",156.71,0.8,,0.00,0.0051,General,free-ship-eligible
resideo-s8701a1010-u-direct-spark-ignition-module,HONE-S8701A1010/U,Resideo S8701A1010/U Direct Spark Ignition Module,372.91,2.2,41.474410,0.30,0.0059,General,free-ship-eligible
resideo-s8701a1018-u-direct-spark-ignition-module,HONE-S8701A1018/U,Resideo S8701A1018/U Direct Spark Ignition Module,372.91,2.2,41.474410,0.30,0.0059,General,free-ship-eligible
resideo-s8701a1026-u-direct-spark-ignition-module,HONE-S8701A1026/U,Resideo S8701A1026/U Direct Spark Ignition Module,355.46,2.2,41.474410,0.30,0.0062,General,free-ship-eligible
resideo-s8701a1034-u-direct-spark-ignition-module,HONE-S8701A1034/U,Resideo S8701A1034/U Direct Spark Ignition Module,426.61,2.2,41.474410,0.30,0.0052,General,free-ship-eligible
resideo-s8701a1042-u-direct-spark-ignition-module,HONE-S8701A1042/U,Resideo S8701A1042/U Direct Spark Ignition Module,406.69,2.2,41.474410,0.30,0.0054,General,free-ship-eligible
resideo-s8701a1050-u-direct-spark-ignition-module-2-rod-4-sec-trial-30-sec-prepurge,HONE-S8701A1050/U,"Resideo S8701A1050/U Direct Spark Ignition Module, 2-Rod, 4 Sec Trial, 30 Sec Prepurge",402.69,2.2,41.474410,0.30,0.0055,General,free-ship-eligible
resideo-s8701a1066-u-direct-spark-ignition-module-1-rod-6-sec-trial-alarm-terminal,HONE-S8701A1066/U,"Resideo S8701A1066/U Direct Spark Ignition Module, 1-Rod, 6 sec Trial, Alarm Terminal",355.46,2.2,41.474410,0.30,0.0062,General,free-ship-eligible
resideo-s8701a1074-u-direct-spark-ignition-module-1-rod-11-sec-trial-alarm-terminal,HONE-S8701A1074/U,"Resideo S8701A1074/U Direct Spark Ignition Module, 1-Rod, 11 sec Trial, Alarm Terminal",342.31,2.2,41.474410,0.30,0.0064,General,free-ship-eligible
resideo-s8701a1082-u-direct-spark-ignition-module-1-rod-21-sec-trial-alarm-terminal,HONE-S8701A1082/U,"Resideo S8701A1082/U Direct Spark Ignition Module, 1-Rod, 21 sec Trial, Alarm Terminal",355.49,2.2,41.474410,0.30,0.0062,General,free-ship-eligible
resideo-s8701a1090-u-direct-spark-ignition-module-1-rod-4-sec-trial-alarm-terminal,HONE-S8701A1090/U,"Resideo S8701A1090/U Direct Spark Ignition Module, 1-Rod, 4 sec Trial, Alarm Terminal",372.90,2.2,41.474410,0.30,0.0059,General,free-ship-eligible
resideo-s8701a1098-u-direct-spark-ignition-module-2-rod-6-sec-trial-alarm-terminal,HONE-S8701A1098/U,"Resideo S8701A1098/U Direct Spark Ignition Module, 2-Rod, 6 sec Trial, Alarm Terminal",351.99,2.2,41.474410,0.30,0.0063,General,free-ship-eligible
resideo-s8701a1106-u-direct-spark-ignition-module-2-rod-11-sec-trial-alarm-terminal,HONE-S8701A1106/U,"Resideo S8701A1106/U Direct Spark Ignition Module, 2-Rod, 11 sec Trial, Alarm Terminal",351.99,2.2,41.474410,0.30,0.0063,General,free-ship-eligible
resideo-s8701a1114-u-direct-spark-ignition-module-2-rod-4-sec-trial-alarm-terminal,HONE-S8701A1114/U,"Resideo S8701A1114/U Direct Spark Ignition Module, 2-Rod, 4 sec Trial, Alarm Terminal",372.90,2.2,41.474410,0.30,0.0059,General,free-ship-eligible
resideo-s8701a1122-u-direct-spark-ignition-module-2-rod-21-sec-trial-alarm-terminal,HONE-S8701A1122/U,"Resideo S8701A1122/U Direct Spark Ignition Module, 2-Rod, 21 sec Trial, Alarm Terminal",355.46,2.2,41.474410,0.30,0.0062,General,free-ship-eligible
resideo-s8801a1046-u-direct-spark-ignition-module-2-rod-4-sec-trial,HONE-S8801A1046/U,"Resideo S8801A1046/U Direct Spark Ignition Module, 2-Rod, 4 sec Trial",346.69,2.2,41.474410,0.30,0.0063,General,free-ship-eligible
resideo-s8801a1110-u-direct-spark-ignition-module-2-rod-4-sec-trial,HONE-S8801A1110/U,"Resideo S8801A1110/U Direct Spark Ignition Module, 2-Rod, 4 sec Trial",362.63,2.2,41.474410,0.30,0.0061,General,free-ship-eligible
resideo-s8801a1118-u-direct-spark-ignition-module-2-rod-4-sec-trial,HONE-S8801A1118/U,"Resideo S8801A1118/U Direct Spark Ignition Module, 2-Rod, 4 sec Trial",376.49,2.2,41.474410,0.30,0.0058,General,free-ship-eligible
resideo-s8901a1012-u-hot-surface-ignition-module-1-rod-6-sec-trial,HONE-S8901A1012/U,"Resideo S8901A1012/U Hot Surface Ignition Module, 1-Rod, 6 sec Trial",318.67,2.2,41.474410,0.30,0.0069,General,free-ship-eligible
resideo-s8901a1020-u-hot-surface-ignition-module-1-rod-15-sec-trial,HONE-S8901A1020/U,"Resideo S8901A1020/U Hot Surface Ignition Module, 1-Rod, 15 sec Trial",309.27,2.2,41.474410,0.30,0.0071,General,free-ship-eligible
resideo-y8610u6006-u-intermittent-pilot-ignition-kit-with-vr8304m-gas-control-and-s8610u-burner-control,HONE-Y8610U6006/U,Resideo Y8610U6006/U Intermittent Pilot Ignition Kit with VR8304M Gas Control and S8610U Burner Control,437.29,3.2,56.370368,0.41,0.0073,General,free-ship-eligible
resideo-4074epm-u-ignition-cable-adapter-male-rajah-to-1-4-in-female-quick-connect,HONE-4074EPM/U,"Resideo 4074EPM/U Ignition Cable Adapter, Male Rajah to 1/4 in Female Quick Connect",26.00,0.1,,0.00,0.0038,General,free-ship-eligible
resideo-s9200u1000-u-universal-integrated-furnace-control-single-stage-hot-surface-ignition,HONE-S9200U1000/U,"Resideo S9200U1000/U Universal Integrated Furnace Control, Single Stage Hot Surface Ignition",186.69,1.4,37.97535,0.27,0.0075,General,free-ship-eligible
resideo-394588-u-natural-gas-conversion-kit-for-vr82xx-vr83xx-single-stage-gas-valves,HONE-394588/U,Resideo 394588/U Natural Gas Conversion Kit for VR82XX/VR83XX Single Stage Gas Valves,11.79,0.1,,0.00,0.0085,General,free-ship-eligible
resideo-50067967-003-u-replacement-door-for-f100-media-air-cleaner-25-in,HONE-50067967-003/U,"Resideo 50067967-003/U Replacement Door for F100 Media Air Cleaner, 25 in",78.64,3.2,,0.00,0.0407,THS Standard - no free shipping,
resideo-50070171-002-u-replacement-filter-for-dr90a2000-and-dr120a2000,HONE-50070171-002/U,Resideo 50070171-002/U Replacement Filter for DR90A2000 and DR120A2000,35.13,0.4,,0.00,0.0114,General,free-ship-eligible
resideo-50081282-003-u-dehumidifier-display-controller-assembly,HONE-50081282-003/U,Resideo 50081282-003/U Dehumidifier Display Controller Assembly,57.49,0.5,,0.00,0.0087,General,free-ship-eligible
resideo-dhm065r4000-u-65-pint-per-day-dehumidifier-4th-gen,HONE-DHM065R4000/U,"Resideo DHM065R4000/U 65 Pint Per Day Dehumidifier, 4th Gen",1426.29,61.0,3524.500350,25.36,0.0428,THS Standard - no free shipping,
resideo-dhm090r4000-u-90-pint-per-day-dehumidifier-4th-gen,HONE-DHM090R4000/U,"Resideo DHM090R4000/U 90 Pint Per Day Dehumidifier, 4th Gen",1872.00,90.0,8363.2500,60.17,0.0481,THS Standard - no free shipping,
resideo-dhm120r4000-u-120-pint-per-day-dehumidifier-4th-gen,HONE-DHM120R4000/U,"Resideo DHM120R4000/U 120 Pint Per Day Dehumidifier, 4th Gen",2362.29,96.0,8363.2500,60.17,0.0406,THS Standard - no free shipping,
resideo-thx1000b2-u-elitepro-s1000-thermostat-4-3-in-black,HONE-THX1000B2/U,"Resideo THX1000B2/U ElitePRO S1000 Thermostat, 4.3 in, Black",173.88,0.9,,0.00,0.0052,General,free-ship-eligible
resideo-thx1000w1-u-elitepro-s1000-thermostat-4-3-in-white,HONE-THX1000W1/U,"Resideo THX1000W1/U ElitePRO S1000 Thermostat, 4.3 in, White",173.88,0.9,,0.00,0.0052,General,free-ship-eligible
resideo-thx1100b4-u-elitepro-s1100-thermostat-5-in-black,HONE-THX1100B4/U,"Resideo THX1100B4/U ElitePRO S1100 Thermostat, 5 in, Black",194.74,0.9,,0.00,0.0046,General,free-ship-eligible
resideo-thx1100w3-u-elitepro-s1100-thermostat-5-in-white,HONE-THX1100W3/U,"Resideo THX1100W3/U ElitePRO S1100 Thermostat, 5 in, White",194.74,0.9,,0.00,0.0046,General,free-ship-eligible
resideo-thx1200b6-u-elitepro-1200-thermostat-5-in-black,HONE-THX1200B6/U,"Resideo THX1200B6/U ElitePRO 1200 Thermostat, 5 in, Black",215.61,0.9,,0.00,0.0042,General,free-ship-eligible
