Handle,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
water-closet-rebuild-kit-for-3-5-gpf-aquaflush-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
water-closet-repair-retrofit-kit-for-1-6-gpf-aquaflush-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
water-closet-repair-retrofit-kit-for-1-6-gpf-aquavantage-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
wedge-lok-base-seal,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 34.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
west-point-wall-hung-lav-14x12-4cc-white,UPDATE,"{""value"": 16.8, ""unit"": ""in""}","{""value"": 14.0, ""unit"": ""in""}","{""value"": 15.35, ""unit"": ""in""}"
white-heat-only-dpst-switching-thermostat-120-277-vac,UPDATE,"{""value"": 6.5, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 4.62, ""unit"": ""in""}"
wicker-park-1-28gpf-tank-12-rough-in-white,UPDATE,"{""value"": 18.49, ""unit"": ""in""}","{""value"": 10.0, ""unit"": ""in""}","{""value"": 16.88, ""unit"": ""in""}"
wicker-park-countertop-lavatory-20-7-8x17-3-4-rectangle-with-u-shaped-basin-low-profile-8cc-white,UPDATE,"{""value"": 25.62, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
wicker-park-countertop-lavatory-20-7-8x17-3-4-rectangle-with-u-shaped-basin-low-profile-single-hole-white,UPDATE,"{""value"": 25.62, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
wicker-park-ped-top-or-wall-hung-lav-24-63x19-38-single-hole-white,UPDATE,"{""value"": 27.43, ""unit"": ""in""}","{""value"": 21.0, ""unit"": ""in""}","{""value"": 10.66, ""unit"": ""in""}"
wireless-adapter-for-use-with-redlink-enabled-thermostats-and-truezone-system,UPDATE,"{""value"": 7.56, ""unit"": ""in""}","{""value"": 6.38, ""unit"": ""in""}","{""value"": 3.25, ""unit"": ""in""}"
z1203-abs-12-adjustable-coupling-with-test-cap,UPDATE,"{""value"": 14.0, ""unit"": ""in""}","{""value"": 14.0, ""unit"": ""in""}","{""value"": 6.62, ""unit"": ""in""}"
z1203-siphon-jet-cap-nuts-with-fiber-washers-set-of-4-bag-5,UPDATE,"{""value"": 6.5, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
zurn-59517005-aquaspec-xl-short-stem-quarter-turn-ceramic-disc-cartridge-cold,UPDATE,"{""value"": 3.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
zurn-59517006-aquaspec-xl-short-stem-quarter-turn-ceramic-disc-cartridge-hot,UPDATE,"{""value"": 3.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}","{""value"": 2.5, ""unit"": ""in""}"
zurn-59517007-aquaspec-xl-long-stem-quarter-turn-ceramic-disc-cartridge-cold,UPDATE,"{""value"": 5.0, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 2.9, ""unit"": ""in""}"
zurn-59517008-aquaspec-xl-long-stem-quarter-turn-ceramic-disc-cartridge-hot,UPDATE,"{""value"": 5.0, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
