Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit,part_number,peso_loja_lb,peso_fabricante_lb,razao,preco,lambda_antes,lambda_depois,titulo
1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150-TEE-C,0.597,lb,W 04084,0.54,0.597,0.9,49.09,0.011,0.0122,"Mueller Streamline W 04084 1-1/2"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-x-1-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.125-FTR-C,0.233,lb,W 01350,0.21,0.233,0.9,18.29,0.0115,0.0127,"Mueller Streamline W 01350 1-1/2"" x 1-1/4"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
2-x-2-x-1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.150-TEE-C,0.993,lb,W 40103,0.89,0.993,0.9,60.81,0.0146,0.0163,"Mueller Streamline W 40103 2"" x 2"" x 1-1/2"" Copper Sweat Fittings - Tee C x C x C"
2-1-2-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-250.150-CPL-C,0.746,lb,W 01084,0.67,0.746,0.9,69.09,0.0097,0.0108,"Mueller Streamline W 01084 2-1/2"" x 1-1/2"" Copper Sweat Fittings - Coupling C x C"
3-x-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.200-CPL-C,1.095,lb,W 01094,0.99,1.095,0.9,82.03,0.0121,0.0133,"Mueller Streamline W 01094 3"" x 2"" Copper Sweat Fittings - Coupling C x C"
3-4-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-075-ST45,0.145,lb,PF 03334,0.13,0.145,0.9,6.54,0.0199,0.0222,"Mueller Streamline PF 03334 3/4"" Copper Press Fittings - 45 Degree Street Elbow Ftg x P"
1-x-1-2-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-100.050-FTR,0.134,lb,PF 01339,0.12,0.134,0.9,13.25,0.0091,0.0101,"Mueller Streamline PF 01339 1"" x 1/2"" Copper Press Fittings - Fitting Reducer Ftg x P"
1-x-1-x-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-100.050-TEE,0.409,lb,PF 04051,0.37,0.409,0.9,27.53,0.0134,0.0149,"Mueller Streamline PF 04051 1"" x 1"" x 1/2"" Copper Press Fittings - Tee P x P x P"
1-1-2-x-1-1-2-x-1-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-150.100-TEE,0.917,lb,PF 04086,0.83,0.917,0.9,68.69,0.0121,0.0134,"Mueller Streamline PF 04086 1-1/2"" x 1-1/2"" x 1"" Copper Press Fittings - Tee P x P x P"
2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200-TEE,1.726,lb,PF 40102,1.56,1.726,0.9,92.05,0.0169,0.0188,"Mueller Streamline PF 40102 2"" Copper Press Fittings - Tee P x P x P"
2-carbon-steel-press-fittings-gas-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-200-CPL/WS-G,1.058,lb,CP10150G,0.95,1.058,0.9,104.27,0.0091,0.0101,"Mueller Streamline CP10150G 2"" Carbon Steel Press Fittings - Gas - Coupling - With Stop P x P"
1-x-3-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-100.075.100-TEE-G,0.811,lb,510-545,0.73,0.811,0.9,9.68,0.0754,0.0838,"Mueller Streamline 510-545 1"" x 3/4"" x 1"" - Galvanized Tee"
1-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-150-TEE-G,1.557,lb,510-607,1.4,1.557,0.9,13.38,0.1046,0.1164,"Mueller Streamline 510-607 1-1/2"" - Galvanized Tee"
1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-050-5,0.355,lb,563-050,0.32,0.355,0.9,3.13,0.1022,0.1134,"Mueller Streamline 563-050 1/2"" x 5"" - Galvanized Nipple"
1-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3.5,0.489,lb,565-035,0.44,0.489,0.9,4.35,0.1011,0.1124,"Mueller Streamline 565-035 1"" x 3-1/2"" - Galvanized Nipple"
1-1-4-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-125-4,0.758,lb,566-040,0.68,0.758,0.9,5.34,0.1273,0.1419,"Mueller Streamline 566-040 1-1/4"" x 4"" - Galvanized Nipple"
1-1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-150-6,1.36,lb,567-060,1.23,1.36,0.9,9.2,0.1337,0.1478,"Mueller Streamline 567-060 1-1/2"" x 6"" - Galvanized Nipple"
1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150-90EL,1.096,lb,520-007,0.98,1.096,0.89,8.14,0.1204,0.1346,"Mueller Streamline 520-007 1-1/2"" Black Iron Elbow - 90°"
1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-3.5,0.124,lb,581-035,0.11,0.124,0.89,3.58,0.0307,0.0346,"Mueller Streamline 581-035 1/4"" x 3-1/2"" - Black Iron Nipple"
3-8-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-038-5,0.236,lb,582-050,0.21,0.236,0.89,5.73,0.0366,0.0412,"Mueller Streamline 582-050 3/8"" x 5"" - Black Iron Nipple"
1-2-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-050-2.5,0.179,lb,583-025,0.16,0.179,0.89,1.74,0.092,0.1029,"Mueller Streamline 583-025 1/2"" x 2-1/2"" - Black Iron Nipple"
1-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-150-8,1.814,lb,587-080,1.61,1.814,0.89,11.76,0.1369,0.1543,"Mueller Streamline 587-080 1-1/2"" x 8"" - Black Iron Nipple"
1-2-x-3-8-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-050.038-90EL-C,0.045,lb,W 02023,0.04,0.045,0.89,15.48,0.0026,0.0029,"Mueller Streamline W 02023 1/2"" x 3/8"" Copper Sweat Fittings - 90 Degree Elbow C x C"
3-4-x-3-8-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-075.038-FTR-C,0.056,lb,W 01327,0.05,0.056,0.89,6.57,0.0076,0.0085,"Mueller Streamline W 01327 3/4"" x 3/8"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-150-90EL-C,0.418,lb,W 02085,0.37,0.418,0.89,24.27,0.0152,0.0172,"Mueller Streamline W 02085 1-1/2"" Copper Sweat Fittings - 90 Degree Elbow C x C"
1-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-150-MA-C,0.514,lb,W 01179,0.46,0.514,0.89,28.83,0.016,0.0178,"Mueller Streamline W 01179 1-1/2"" Copper Sweat Fittings - Male Adapter C x MPT"
1-1-2-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.100-FTR-C,0.237,lb,W 01351,0.21,0.237,0.89,18.29,0.0115,0.013,"Mueller Streamline W 01351 1-1/2"" x 1"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
3-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/DS-C,1.023,lb,W 10152,0.91,1.023,0.89,60.81,0.015,0.0168,"Mueller Streamline W 10152 3"" Copper Sweat Fittings - Coupling - Dimple Stop C x C"
3-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-300-MA-C,1.704,lb,W 01199,1.52,1.704,0.89,212.37,0.0072,0.008,"Mueller Streamline W 01199 3"" Copper Sweat Fittings - Male Adapter C x MPT"
3-x-2-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-300.250-FTR-C,1.0,lb,W 01376,0.89,1.0,0.89,76.88,0.0116,0.013,"Mueller Streamline W 01376 3"" x 2-1/2"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-2-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-050-ST45,0.09,lb,PF 03326,0.08,0.09,0.89,4.62,0.0173,0.0194,"Mueller Streamline PF 03326 1/2"" Copper Press Fittings - 45 Degree Street Elbow Ftg x P"
1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-050-TEE,0.214,lb,PF 04006,0.19,0.214,0.89,7.37,0.0258,0.0291,"Mueller Streamline PF 04006 1/2"" Copper Press Fittings - Tee P x P x P"
2-x-1-1-2-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-200.150-CPLG,0.637,lb,PF 01073,0.57,0.637,0.89,55.86,0.0102,0.0114,"Mueller Streamline PF 01073 2"" x 1-1/2"" Copper Press Fittings - Coupling P x P"
1-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-150-90EL-G,1.096,lb,510-007,0.98,1.096,0.89,9.3,0.1054,0.1178,"Mueller Streamline 510-007 1-1/2"" - Galvanized Elbow - 90°"
1-1-4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-125-6,1.14,lb,566-060,1.02,1.14,0.89,7.7,0.1325,0.1481,"Mueller Streamline 566-060 1-1/4"" x 6"" - Galvanized Nipple"
2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4,1.219,lb,568-040,1.09,1.219,0.89,8.62,0.1265,0.1414,"Mueller Streamline 568-040 2"" x 4"" - Galvanized Nipple"
2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4.5,1.371,lb,568-045,1.22,1.371,0.89,11.0,0.1109,0.1246,"Mueller Streamline 568-045 2"" x 4-1/2"" - Galvanized Nipple"
1-1-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125-90EL,0.845,lb,520-006,0.74,0.845,0.88,6.18,0.1197,0.1367,"Mueller Streamline 520-006 1-1/4"" Black Iron Elbow - 90°"
1-1-4-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-125-ST90,0.294,lb,W 02384R,0.26,0.294,0.88,30.64,0.0085,0.0096,"Mueller Streamline W 02384R 1-1/4"" Copper Fittings - Cleaned & Bagged - 90 Degree Street Elbow Ftg x C"
1-1-2-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-150-ST90,0.441,lb,W 02385R,0.39,0.441,0.88,40.96,0.0095,0.0108,"Mueller Streamline W 02385R 1-1/2"" Copper Fittings - Cleaned & Bagged - 90 Degree Street Elbow Ftg x C"
1-1-4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-125-ST90-C,0.294,lb,W 02384,0.26,0.294,0.88,23.27,0.0112,0.0126,"Mueller Streamline W 02384 1-1/4"" Copper Sweat Fittings - 90 Degree Street Elbow Ftg x C"
1-1-4-x-1-1-4-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075-TEE-C,0.354,lb,W 04070,0.31,0.354,0.88,35.1,0.0088,0.0101,"Mueller Streamline W 04070 1-1/4"" x 1-1/4"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-150-ST90-C,0.441,lb,W 02385,0.39,0.441,0.88,31.09,0.0125,0.0142,"Mueller Streamline W 02385 1-1/2"" Copper Sweat Fittings - 90 Degree Street Elbow Ftg x C"
1-1-2-x-3-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.075-FTR-C,0.228,lb,W 01353,0.2,0.228,0.88,18.64,0.0107,0.0122,"Mueller Streamline W 01353 1-1/2"" x 3/4"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-2-x-3-4-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.075.125-TEE-C,0.752,lb,W 40239,0.66,0.752,0.88,82.08,0.008,0.0092,"Mueller Streamline W 40239 1-1/2"" x 3/4"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
3-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/LS-C,1.03,lb,W 01911,0.91,1.03,0.88,61.95,0.0147,0.0166,"Mueller Streamline W 01911 3"" Copper Sweat Fittings - Repair Coupling - No Stop C x C"
3-copper-sweat-fittings-coupling-rolled-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/RS-C,1.029,lb,W 01092,0.91,1.029,0.88,62.14,0.0146,0.0166,"Mueller Streamline W 01092 3"" Copper Sweat Fittings - Coupling - Rolled Stop C x C"
3-x-2-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.250-CPL-C,1.065,lb,W 01093,0.94,1.065,0.88,83.61,0.0112,0.0127,"Mueller Streamline W 01093 3"" x 2-1/2"" Copper Sweat Fittings - Coupling C x C"
4-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-400-CPL/LS-C,2.147,lb,W 01913,1.88,2.147,0.88,116.75,0.0161,0.0184,"Mueller Streamline W 01913 4"" Copper Sweat Fittings - Repair Coupling - No Stop C x C"
1-1-2-x-1-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-150.100-FTR,0.296,lb,PF 01351,0.26,0.296,0.88,25.84,0.0101,0.0115,"Mueller Streamline PF 01351 1-1/2"" x 1"" Copper Press Fittings - Fitting Reducer Ftg x P"
2-x-2-x-1-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200.150-TEE,1.526,lb,PF 40103,1.35,1.526,0.88,85.29,0.0158,0.0179,"Mueller Streamline PF 40103 2"" x 2"" x 1-1/2"" Copper Press Fittings - Tee P x P x P"
1-1-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125-90EL-G,0.845,lb,510-006,0.74,0.845,0.88,7.05,0.105,0.1199,"Mueller Streamline 510-006 1-1/4"" - Galvanized Elbow - 90°"
1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3.5,0.249,lb,563-035,0.22,0.249,0.88,2.61,0.0843,0.0954,"Mueller Streamline 563-035 1/2"" x 3-1/2"" - Galvanized Nipple"
1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4,0.284,lb,563-040,0.25,0.284,0.88,2.61,0.0958,0.1088,"Mueller Streamline 563-040 1/2"" x 4"" - Galvanized Nipple"
3-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-075-3,0.284,lb,564-030,0.25,0.284,0.88,2.49,0.1004,0.1141,"Mueller Streamline 564-030 3/4"" x 3"" - Galvanized Nipple"
1-1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3.5,0.794,lb,567-035,0.7,0.794,0.88,6.76,0.1036,0.1175,"Mueller Streamline 567-035 1-1/2"" x 3-1/2"" - Galvanized Nipple"
1-1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4,0.906,lb,567-040,0.8,0.906,0.88,6.76,0.1183,0.134,"Mueller Streamline 567-040 1-1/2"" x 4"" - Galvanized Nipple"
1-1-2-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5.5,1.248,lb,567-055,1.1,1.248,0.88,9.2,0.1196,0.1357,"Mueller Streamline 567-055 1-1/2"" x 5-1/2"" - Galvanized Nipple"
2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3,0.913,lb,568-030,0.8,0.913,0.88,7.1,0.1127,0.1286,"Mueller Streamline 568-030 2"" x 3"" - Galvanized Nipple"
2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3.5,1.067,lb,568-035,0.94,1.067,0.88,8.62,0.109,0.1238,"Mueller Streamline 568-035 2"" x 3-1/2"" - Galvanized Nipple"
3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075-TEE,0.492,lb,520-604,0.43,0.492,0.87,3.31,0.1299,0.1486,"Mueller Streamline 520-604 3/4"" Black Iron Tee"
2-x-1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-200.150-90EL,1.667,lb,520-187,1.45,1.667,0.87,14.7,0.0986,0.1134,"Mueller Streamline 520-187 2"" x 1-1/2"" Black Iron Elbow - 90°"
3-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-038-CLS,0.046,lb,582-001,0.04,0.046,0.87,2.28,0.0175,0.0202,"Mueller Streamline 582-001 3/8"" x Close - Black Iron Nipple"
2-1-2-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5,2.416,lb,589-050,2.1,2.416,0.87,22.07,0.0952,0.1095,"Mueller Streamline 589-050 2-1/2"" x 5"" - Black Iron Nipple"
1-copper-fittings-cleaned-bagged-90-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-90EL,0.241,lb,W 02047R,0.21,0.241,0.87,14.28,0.0147,0.0169,"Mueller Streamline W 02047R 1"" Copper Fittings - Cleaned & Bagged - 90 Degree Elbow C x C"
1-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-100-ST90,0.218,lb,W 02344R,0.19,0.218,0.87,20.84,0.0091,0.0105,"Mueller Streamline W 02344R 1"" Copper Fittings - Cleaned & Bagged - 90 Degree Street Elbow Ftg x C"
1-1-2-copper-fittings-cleaned-bagged-90-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-150-90EL,0.423,lb,W 02085R,0.37,0.423,0.87,31.98,0.0116,0.0132,"Mueller Streamline W 02085R 1-1/2"" Copper Fittings - Cleaned & Bagged - 90 Degree Elbow C x C"
1-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-100-ST90-C,0.218,lb,W 02344,0.19,0.218,0.87,15.15,0.0125,0.0144,"Mueller Streamline W 02344 1"" Copper Sweat Fittings - 90 Degree Street Elbow Ftg x C"
1-1-4-x-1-copper-sweat-fittings-flush-bushing-ftg-x-c,UPDATE,UPDATE,COPF-125.100-FLB-C,0.161,lb,W 01743,0.14,0.161,0.87,13.73,0.0102,0.0117,"Mueller Streamline W 01743 1-1/4"" x 1"" Copper Sweat Fittings - Flush Bushing Ftg x C"
2-x-2-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.125-TEE-C,0.851,lb,W 40104,0.74,0.851,0.87,67.45,0.011,0.0126,"Mueller Streamline W 40104 2"" x 2"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-400-TEE-C,5.987,lb,W 40200,5.21,5.987,0.87,483.31,0.0108,0.0124,"Mueller Streamline W 40200 4"" Copper Sweat Fittings - Tee C x C x C"
3-x-3-x-2-copper-fittings-dwv-combination-tee-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300.200-LTTY-C,3.19,lb,A 07159,2.78,3.19,0.87,382.35,0.0073,0.0083,"Mueller Streamline A 07159 3"" x 3"" x 2"" Copper Fittings - DWV - Combination Tee-Wye C x C x C"
3-x-3-x-2-copper-fittings-dwv-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300.200-WYE-C,2.017,lb,A 07152,1.75,2.017,0.87,288.21,0.0061,0.007,"Mueller Streamline A 07152 3"" x 3"" x 2"" Copper Fittings - DWV - Wye C x C x C"
1-2-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-050-CPLG,0.081,lb,PF 10145,0.07,0.081,0.87,4.37,0.016,0.0184,"Mueller Streamline PF 10145 1/2"" Copper Press Fittings - Coupling P x P"
1-2-copper-press-fittings-repair-coupling-no-stop-p-x-p,UPDATE,UPDATE,CPPF-050-CPLG/LS,0.081,lb,PF 01903,0.07,0.081,0.87,10.77,0.0065,0.0075,"Mueller Streamline PF 01903 1/2"" Copper Press Fittings - Repair Coupling - No Stop P x P"
2-x-2-x-1-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200.100-TEE,1.282,lb,PF 40105,1.11,1.282,0.87,111.33,0.01,0.0115,"Mueller Streamline PF 40105 2"" x 2"" x 1"" Copper Press Fittings - Tee P x P x P"
3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075-TEE-G,0.492,lb,510-604,0.43,0.492,0.87,4.14,0.1039,0.1188,"Mueller Streamline 510-604 3/4"" - Galvanized Tee"
1-1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5,1.133,lb,567-050,0.99,1.133,0.87,8.18,0.121,0.1385,"Mueller Streamline 567-050 1-1/2"" x 5"" - Galvanized Nipple"
1-2-black-iron-tee,UPDATE,UPDATE,BLIF-050-TEE,0.302,lb,520-603,0.26,0.302,0.86,2.34,0.1111,0.1291,"Mueller Streamline 520-603 1/2"" Black Iron Tee"
1-1-4-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.100-90EL,0.8,lb,520-165,0.69,0.8,0.86,7.08,0.0975,0.113,"Mueller Streamline 520-165 1-1/4"" x 1"" Black Iron Elbow - 90°"
1-copper-fittings-cleaned-bagged-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-LT90,0.269,lb,W 02747R,0.23,0.269,0.86,23.57,0.0098,0.0114,"Mueller Streamline W 02747R 1"" Copper Fittings - Cleaned & Bagged - 90 Degree Long Turn Elbow C x C"
1-copper-fittings-cleaned-bagged-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-100-ST45,0.152,lb,W 03344R,0.13,0.152,0.86,26.49,0.0049,0.0057,"Mueller Streamline W 03344R 1"" Copper Fittings - Cleaned & Bagged - 45 Degree Street Elbow Ftg x C"
1-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100-TEE,0.278,lb,W 04048R,0.24,0.278,0.86,32.05,0.0075,0.0087,"Mueller Streamline W 04048R 1"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
1-1-4-x-1-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-125.100-FTR,0.174,lb,W 01343R,0.15,0.174,0.86,18.87,0.0079,0.0092,"Mueller Streamline W 01343R 1-1/4"" x 1"" Copper Fittings - Cleaned & Bagged - Fitting Reducer Ftg x C"
3-8-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-038-FA-C,0.058,lb,W 01225,0.05,0.058,0.86,12.5,0.004,0.0046,"Mueller Streamline W 01225 3/8"" Copper Sweat Fittings - Female Adapter C x FPT"
1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-050-ST45-C,0.035,lb,W 03326,0.03,0.035,0.86,4.29,0.007,0.0082,"Mueller Streamline W 03326 1/2"" Copper Sweat Fittings - 45 Degree Street Elbow Ftg x C"
1-2-x-1-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-050.025-FA-C,0.058,lb,W 01233,0.05,0.058,0.86,9.77,0.0051,0.0059,"Mueller Streamline W 01233 1/2"" x 1/4"" Copper Sweat Fittings - Female Adapter C x FPT"
3-4-x-3-8-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-075.038-CPL-C,0.058,lb,W 01037,0.05,0.058,0.86,6.31,0.0079,0.0092,"Mueller Streamline W 01037 3/4"" x 3/8"" Copper Sweat Fittings - Coupling C x C"
1-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-100-FTGFA-C,0.244,lb,W 01563,0.21,0.244,0.86,28.83,0.0073,0.0085,"Mueller Streamline W 01563 1"" Copper Sweat Fittings - Fitting Female Adapter Ftg x FPT"
1-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-100-ST45-C,0.152,lb,W 03344,0.13,0.152,0.86,20.1,0.0065,0.0076,"Mueller Streamline W 03344 1"" Copper Sweat Fittings - 45 Degree Street Elbow Ftg x C"
1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100-TEE-C,0.278,lb,W 04048,0.24,0.278,0.86,24.32,0.0099,0.0114,"Mueller Streamline W 04048 1"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-125-90EL-C,0.303,lb,W 02084,0.26,0.303,0.86,16.05,0.0162,0.0189,"Mueller Streamline W 02084 1-1/4"" Copper Sweat Fittings - 90 Degree Elbow C x C"
1-1-4-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.100-TEE-C,0.455,lb,W 04079,0.39,0.455,0.86,48.51,0.008,0.0094,"Mueller Streamline W 04079 1-1/4"" x 3/4"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-125.100-FTR-C,0.174,lb,W 01343,0.15,0.174,0.86,14.31,0.0105,0.0122,"Mueller Streamline W 01343 1-1/4"" x 1"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-4-x-1-1-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100-TEE-C,0.406,lb,W 04069,0.35,0.406,0.86,35.1,0.01,0.0116,"Mueller Streamline W 04069 1-1/4"" x 1-1/4"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-x-1-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.125-TEE-C,0.478,lb,W 04073,0.41,0.478,0.86,46.11,0.0089,0.0104,"Mueller Streamline W 04073 1-1/4"" x 1"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
2-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.150-CPL-C,0.428,lb,W 01073,0.37,0.428,0.86,32.89,0.0112,0.013,"Mueller Streamline W 01073 2"" x 1-1/2"" Copper Sweat Fittings - Coupling C x C"
1-x-3-4-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-100.075-FTR,0.15,lb,PF 01337,0.13,0.15,0.86,13.5,0.0096,0.0111,"Mueller Streamline PF 01337 1"" x 3/4"" Copper Press Fittings - Fitting Reducer Ftg x P"
1-2-galvanized-tee,UPDATE,UPDATE,GAIF-050-TEE-G,0.302,lb,510-603,0.26,0.302,0.86,2.46,0.1057,0.1228,"Mueller Streamline 510-603 1/2"" - Galvanized Tee"
1-1-4-x-1-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.100-90EL-G,0.8,lb,510-165,0.69,0.8,0.86,8.87,0.0778,0.0902,"Mueller Streamline 510-165 1-1/4"" x 1"" - Galvanized Elbow - 90°"
1-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3,0.419,lb,565-030,0.36,0.419,0.86,3.62,0.0994,0.1157,"Mueller Streamline 565-030 1"" x 3"" - Galvanized Nipple"
1-1-4-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3.5,0.664,lb,566-035,0.57,0.664,0.86,5.34,0.1067,0.1243,"Mueller Streamline 566-035 1-1/4"" x 3-1/2"" - Galvanized Nipple"
