sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
NHSP-1000,10-x-10-nh-x-nh-gray-cast-iron-soil-pipe-8-per-bundle,No Hub Pipe,1527.60,25.8,0.0169,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T4759-FL,delta-trinsic-single-handle-floor-mount-tub-filler-trim-with-handshower-chrome,Freestanding Tub Faucets,1447.20,16.9,0.0233,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-RTG-95DVLN-3,rheem-199-000-btu-h-rtg-series-high-efficiency-non-condensing-tankless-natural-gas-water-heater-for-indoor-installation,Tankless Water Heaters - Gas,1419.74,46.5,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-RTG-95DVLP-3,rheem-199-000-btu-h-rtg-series-high-efficiency-non-condensing-tankless-propane-water-heater-for-indoor-installation,Tankless Water Heaters - Gas,1419.74,46.5,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-RTG-95XLN-3,rheem-199-000-btu-h-rtg-series-high-efficiency-non-condensing-tankless-natural-gas-water-heater-for-outdoor-installation,Tankless Water Heaters - Gas,1419.74,42.0,0.0296,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-RTG-95XLP-3,rheem-199-000-btu-h-rtg-series-high-efficiency-non-condensing-tankless-propane-water-heater-for-outdoor-installation,Tankless Water Heaters - Gas,1419.74,42.0,0.0296,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HALS-HTHBSM,halsey-taylor-hydroboost-bottle-filling-station-surface-mount-non-filtered-non-refrigerated-stainless,Bottle Fillers & Fountains,1408.53,26.9,0.0191,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-T394BN,moen-align-2-handle-deck-mount-roman-tub-faucet-trim-kit-with-hand-shower-in-brushed-nickel-valve-sold-separately,Deck-Mount Tub Faucets,1388.30,6.5,0.0047,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
HLNK-94119,heatlink-5-8-x-1000-white-o2-barrier-uv-stabilized-pex-a-tubing,Barrier Tubing,1351.29,29.2,0.0216,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NAVI-30029597A,nfc-h-series-parts-kit,"Racks, Stands & Prefab Manifolds",1329.18,42.0,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1680010,mr-pex-2-x-100-white-potable-pex-a-tubing,Non-Barrier Tubing,1322.61,13.14,0.0099,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-600-20-SCH80,6-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,1315.20,5.82,0.0044,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-RTEX-36,rheem-36-kw-240-v-professional-classic-tankless-electric-water-heater,Tankless Water Heaters - Electric,1308.59,22.7,0.0173,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-250-MH,2-1-2-x-20-copper-tube-m-hard,Type M Hard,1305.60,40.6,0.0311,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-300-DWV,3-x-20-copper-tube-dwv,DWV,1291.00,1.69,0.0013,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
NAVI-30029596A,nfb-h-series-parts-kit,"Racks, Stands & Prefab Manifolds",1281.25,42.0,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MUEL-01021640C,5-8-x-164-x-1-2-insulation-line-set,Elastomeric Line Sets,1264.38,21.92,0.0173,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GVLF-7788-500-PNTD,5-flange-adapter-painted-gr-x-flange,Gruvlok Fittings,1222.07,14.24,0.0117,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TRAC-FGP-CS-100-100,1-x-100-ft-reel-tracpipe-counterstrike-pipe,Flexible Gas Pipe,1211.68,24.0,0.0198,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-600-SCH80,6-x-20-pvc-sch80-plain-end-pipe,PVC SCH80 Plain End,1202.40,0.63,0.0005,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
NAVA-NRRD,recovery-unit,Refrigeration Tools,1169.20,35.7,0.0305,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-GDX11031,franke-grande-32-75-in-x-18-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-gdx11031,Undermount Sinks,1135.08,24.0,0.0211,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
AMST-9062.008.020,30-x-22-inch-vitreous-china-2-hole-single-bowl-country-kitchen-sink-white,Apron-Front & Farmhouse Sinks,1114.34,22.0,0.0197,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1220100,mr-pex-1-2-x-1000-red-o2-barrier-pex-a-tubing,Barrier Tubing,1087.55,29.2,0.0268,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-300-10LH,3-x-10-copper-tube-l-hard,Type L Hard,1083.40,33.3,0.0307,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1250030,mr-pex-1-x-300-red-o2-barrier-pex-a-tubing,Barrier Tubing,1075.20,29.2,0.0272,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-218-ACR,2-1-8-x-20-copper-tube-l-hard-acr-oxy-med,Type L Hard ACR-OXY-MED,1059.00,1.75,0.0017,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
TOTO-TEU3UA11-SS,ecoefv-concealed-urinal-0-125g-w-4-x-4-cover-vb13rb-11,Urinal Flush Valves,1043.70,12.9,0.0124,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RHEE-PROE20-1-RH-POU,rheem-20-gallon-2-kw-120-v-professional-classic-point-of-use-electric-water-heater,Point of Use Heaters,1020.03,22.0,0.0216,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-MAG11031OW-MBK-WKC,franke-maris-undermount-33-in-x-19-31-in-granite-single-bowl-kitchen-sink-in-matte-black,Undermount Sinks,1016.46,22.0,0.0216,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MUEL-00821640C,1-2-x-164-x-1-2-insulation-line-set,Elastomeric Line Sets,997.17,21.92,0.0220,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1240050,mr-pex-3-4-x-500-red-o2-barrier-pex-a-tubing,Barrier Tubing,991.21,29.2,0.0295,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FUJI-AOUG12LZAS1,aoug12lzas1-airstage-outdoor-unit-12-000-btu-h-33-1-seer-single-zone-cooliing-range-14-to-115-heating-range-5-to-75,Fujitsu Clearance Sale,984.63,29.0,0.0295,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FUJI-AOUH09LMAH1,aouh09lmah1-airstage-extra-low-heating-outdoor-unit-9-000-btu-h-16-3-seer-single-zone-cooliing-range-5-to-115-heating-range-15-to-75,Fujitsu Clearance Sale,961.89,22.0,0.0229,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1210100,mr-pex-3-8-x-1000-red-o2-barrier-pex-a-tubing,Barrier Tubing,953.21,29.2,0.0306,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-PKG11031MBK,franke-peak-32-0-in-x-18-8-in-matte-black-granite-undermount-single-bowl-kitchen-sink-pkg11031mbk,Undermount Sinks,919.25,1.0,0.0011,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-PKG11031SHG,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-single-bowl-kitchen-sink-pkg11031shg,Undermount Sinks,919.25,1.0,0.0011,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1240040,mr-pex-3-4-x-400-red-o2-barrier-pex-a-tubing,Barrier Tubing,916.05,29.2,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DXUH2816,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink-dayt-dxuh2816,Undermount Sinks,910.50,1.0,0.0011,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DXUH3118,dayton-stainless-steel-31-3-4-x-18-1-4-x-8-equal-double-bowl-undermount-sink,Undermount Sinks,910.50,16.0,0.0176,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-PKG160LD-SHG,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-double-bowl-kitchen-sink-pkg160ld-shg,Undermount Sinks,910.46,1.0,0.0011,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-CUX120,franke-cube-31-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-double-bowl-kitchen-sink-cux120,Undermount Sinks,907.90,24.0,0.0264,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-800-A53B-PE,8-x-21-black-steel-pipe-a53-type-e-grade-b-erw-plain-end-0-322-w-import,Plain End A53,906.36,0.94,0.0010,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSP-800,8-x-10-nh-x-nh-gray-cast-iron-soil-pipe-15-per-bundle,No Hub Pipe,899.10,18.0,0.0200,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-200-MH,2-x-20-copper-tube-m-hard,Type M Hard,884.60,29.2,0.0330,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ELKA-DRKAD-2517-65-4,elkay-lustertone-classic-stainless-steel-25-x-17-x-6-1-2-4-hole-single-bowl-drop-in-classroom-ada-sink,Drop-In Sinks,882.35,22.0,0.0249,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-300-10MH,3-x-10-copper-tube-m-hard,Type M Hard,866.60,26.8,0.0309,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BURN-100212-02,5-mpo-flex-oil-vent-10-ft-lg-double-wall-insul-316ti-fields,US Boiler Parts,866.40,6.0,0.0069,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DCFU2816,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink,Undermount Sinks,864.00,1.0,0.0012,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-TS93003,moen-arris-2-handle-deck-mount-high-arc-roman-tub-faucet-trim-kit-in-chrome-valve-sold-separately,Deck-Mount Tub Faucets,854.60,5.0,0.0068,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-400-SCH80,4-x-20-pvc-sch80-plain-end-pipe,PVC SCH80 Plain End,849.80,0.63,0.0007,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-T394,moen-align-2-handle-deck-mount-roman-tub-faucet-trim-kit-with-hand-shower-in-chrome-valve-sold-separately,Deck-Mount Tub Faucets,843.29,7.15,0.0085,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-150-KH,1-1-2-x-20-copper-tube-k-hard,Type K Hard,814.40,27.2,0.0334,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CTSF-BF006,6-sweat-copper-coated-4-bolt-flange-adapter-150-lb,Copper Sweat Fittings,814.18,25.2,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TOTO-TEU1LA12-CP,toto-usa-ecopower-urinal-flush-valve-3-4-0-5-gpf,Urinal Flush Valves,810.42,13.3,0.0164,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DPC1202010-1,dayton-stainless-steel-20-x-20-x-10-1-8-1-hole-single-bowl-drop-in-laundry-sink,Drop-In Sinks,777.00,1.0,0.0013,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-1670010,mr-pex-1-1-2-x-100-white-potable-pex-a-tubing,Non-Barrier Tubing,772.86,13.14,0.0170,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CANP-3920A02,2-endura-7-gallons-per-minute-gpm-14lbs-compact-grease-interceptor-sfcd,Grease Traps & Interceptors,766.75,21.22,0.0277,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TOTO-TEU1UA12-CP,toto-usa-ecopower-urinal-flush-valve-3-4-0-125-gpf,Urinal Flush Valves,762.53,13.3,0.0174,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-T393BN,moen-align-2-handle-deck-mount-roman-tub-faucet-trim-kit-in-brushed-nickel-valve-sold-separately,Deck-Mount Tub Faucets,756.62,6.38,0.0084,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-T653BN,moen-wynford-2-handle-deck-mount-high-arc-roman-tub-faucet-with-lever-handles-in-brushed-nickel-valve-sold-separately,Deck-Mount Tub Faucets,756.62,7.0,0.0093,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MUEL-00621640C,3-8-x-164-x-1-2-insulation-line-set,Elastomeric Line Sets,746.06,21.92,0.0294,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLAN-443147,quatrus-r15-28-single-bowl-kitchen-sink,Undermount Sinks,733.22,1.0,0.0014,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-200-DWV,2-x-20-copper-tube-dwv,DWV,731.40,1.07,0.0015,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ELKA-ELGDULB3322WH0,elkay-quartz-classic-33-x-19-x-10-equal-double-bowl-undermount-sink-with-aqua-divide-white,Undermount Sinks,726.03,1.0,0.0014,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DSE-23322-1,dayton-stainless-steel-33-x-22-x-8-1-16-1-hole-equal-double-bowl-drop-in-sink,Drop-In Sinks,712.50,1.0,0.0014,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DSE-23322-3,dayton-stainless-steel-33-x-22-x-8-1-16-3-hole-equal-double-bowl-drop-in-sink,Drop-In Sinks,712.50,18.25,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DSE-23322-4,dayton-stainless-steel-33-x-22-x-8-1-16-4-hole-equal-double-bowl-drop-in-sink,Drop-In Sinks,712.50,18.25,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-2950-20,m18-jobsite-radio-charger-w-packout-compatibility,Radios & Speakers,708.40,22.0,0.0311,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-158-ACR,1-5-8-x-20-copper-tube-l-hard-acr-oxy-med,Type L Hard ACR-OXY-MED,702.40,1.14,0.0016,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-500-A53B-PE,5-x-21-black-steel-pipe-a53-type-e-grade-b-erw-plain-end-0-258-w-import,Plain End A53,697.20,0.94,0.0013,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-CUX11027,franke-cube-28-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-cux11027,Undermount Sinks,692.78,1.0,0.0014,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRIZ-65067LFPCECO,brizo-allaria-single-handle-lavatory-faucet-chrome,Single-Hole Faucets,686.76,22.0,0.0320,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-400-20-SCH80,4-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,683.80,3.05,0.0045,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
TRAC-FGP-CS-100-50,1-x-50-ft-reel-tracpipe-counterstrike-pipe,Flexible Gas Pipe,667.56,22.0,0.0330,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-CUX11030,franke-cube-31-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-cux11030,Undermount Sinks,643.42,20.25,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LIBE-404CV/A,1-3-hp-residential-drain-pump-short-profile-1-1-2-vent-inlet-and-discharge-1-1-2-check-valve-and-standard-alm-2-alarm,Drain & Condensate Pumps,642.19,20.5,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HDPE-600,6-x-20-hdpe-geothermal-pipe-160-psi-sdr-17-cenfuse,HDPE & Poly Pipe,626.00,0.22,0.0004,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
GROH-35.027000,grohe-eurocube-starlight-chrome-tub-shower-trim-sets-wall-mount,Tub-Shower Trim Sets,618.88,6.4,0.0156,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-125-KH,1-1-4-x-20-copper-tube-k-hard,Type K Hard,617.40,20.8,0.0337,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-600-A53B-PE,6-x-21-black-steel-pipe-a53-type-e-grade-b-erw-plain-end-0-280-w-import,Plain End A53,602.28,0.94,0.0016,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOUN-STEALTH1250,perfect-grind-stealth-1250-waste-disposer-continuous-feed-3-bolt-mount-1-1-4-hp-no-finish,Disposals,588.90,19.05,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-MAG11029-MBK,franke-maris-undermount-31-in-x-17-81-in-granite-single-bowl-kitchen-sink-in-matte-black,Undermount Sinks,582.24,1.0,0.0017,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FRAN-MAG61031OW-SHG,franke-maris-topmount-33-in-x-22-in-granite-single-bowl-kitchen-sink-in-stone-grey,Drop-In Sinks,582.24,4.07,0.0070,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSP-600,6-x-10-nh-x-nh-gray-cast-iron-soil-pipe-21-per-bundle,No Hub Pipe,578.20,11.0,0.0190,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T14467-SS,delta-ara-monitor-14-series-h2okinetic-tub-shower-trim-stainless,Tub-Shower Trim Sets,577.80,4.59,0.0079,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-150-MH,1-1-2-x-20-copper-tube-m-hard,Type M Hard,575.40,18.8,0.0327,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DSE-12522-3,dayton-stainless-steel-25-x-22-x-8-1-16-3-hole-single-bowl-drop-in-sink,Drop-In Sinks,573.00,14.0,0.0244,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DAYT-DSE-12522-4,dayton-stainless-steel-25-x-22-x-8-1-16-4-hole-single-bowl-drop-in-sink,Drop-In Sinks,573.00,14.0,0.0244,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T4738,delta-lahara-roman-tub-with-handshower-trim-chrome,Deck-Mount Tub Faucets,566.19,7.3,0.0129,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T2751,delta-dryden-roman-tub-trim-chrome,Deck-Mount Tub Faucets,565.20,5.47,0.0120,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
GROH-38.996000,2-x-4-in-wall-carrier-and-tank-for-toilet,Toilet Repair Parts & Accessories,564.21,0.63,0.0011,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPT-150-DWV,1-1-2-x-20-copper-tube-dwv,DWV,556.80,0.81,0.0015,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-T2759-BL,delta-trinsic-roman-tub-trim-matte-black,Deck-Mount Tub Faucets,551.70,5.39,0.0287,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
