Handle,Command,Tags,Tags Command
resideo-ca100b1008-replacement-cartridge-for-v100d-v100e-and-v100g-valves-old-style-only,UPDATE,free-ship-eligible,MERGE
resideo-t100b1043-thermostatic-radiator-control-16-ft-capillary,UPDATE,free-ship-eligible,MERGE
resideo-t100r1004-non-electric-thermostatic-operator-for-v135-valve-50122f-6-ft-8-in-capillary,UPDATE,free-ship-eligible,MERGE
resideo-t100r1012-non-electric-thermostatic-operator-for-v135-valve-86158f-6-ft-8-in-capillary,UPDATE,free-ship-eligible,MERGE
resideo-t104b1038-thermostatic-radiator-controller-with-remote-sensing-and-setpoint-6-ft-8-in-capillary,UPDATE,free-ship-eligible,MERGE
resideo-t3019mmaw0-thera-six-thermostatic-head-for-mma-m28,UPDATE,free-ship-eligible,MERGE
resideo-v2040asl15-v2000-valve-body-with-adjustable-cartridge-1-2-in-horizontal-angle,UPDATE,free-ship-eligible,MERGE
resideo-v2040asl25-v2000-valve-body-with-adjustable-cartridge-1-in-horizontal-angle,UPDATE,free-ship-eligible,MERGE
resideo-v2040dsl25-v2000-valve-body-with-adjustable-cartridge-1-in-straight,UPDATE,free-ship-eligible,MERGE
resideo-v2042hsl10-v2000-one-pipe-steam-valve-body-with-adjustable-cartridge-1-8-in,UPDATE,free-ship-eligible,MERGE
resideo-v2043hsl10-v2000-valve-and-steam-air-vent-1-8-in-one-pipe-steam,UPDATE,free-ship-eligible,MERGE
resideo-camw-wdb-vx1-video-doorbell,UPDATE,free-ship-eligible,MERGE
resideo-rwd14-a-water-alarm,UPDATE,free-ship-eligible,MERGE
resideo-rwd21-a-water-alarm,UPDATE,free-ship-eligible,MERGE
resideo-rwd42-a-water-leak-detector-with-cable,UPDATE,free-ship-eligible,MERGE
resideo-vb-sp02y-1-caspian-spare-valve-1-in,UPDATE,free-ship-eligible,MERGE
resideo-vb-sp02y-1-2-caspian-spare-valve-1-2-in,UPDATE,free-ship-eligible,MERGE
resideo-vb-sp02y-11-4-caspian-spare-valve-1-1-4-in,UPDATE,free-ship-eligible,MERGE
resideo-vb-sp02y-3-4-caspian-spare-valve-3-4-in,UPDATE,free-ship-eligible,MERGE
resideo-vws01y-1-l5-wi-fi-actuator-with-1-in-npt-ball-valve-and-leak-sensor,UPDATE,free-ship-eligible,MERGE
resideo-vws01y-1-2-l5-wi-fi-actuator-with-1-2-in-npt-ball-valve-and-leak-sensor,UPDATE,free-ship-eligible,MERGE
resideo-vws01y-11-4-l5-wi-fi-actuator-with-1-1-4-in-npt-ball-valve-and-leak-sensor,UPDATE,free-ship-eligible,MERGE
resideo-vws01y-3-4-l5-wi-fi-actuator-with-3-4-in-npt-ball-valve-and-leak-sensor,UPDATE,free-ship-eligible,MERGE
resideo-v4044c1312-b-3-way-motorized-valve,UPDATE,free-ship-eligible,MERGE
resideo-vc4011zz00-e-vc-actuator-120-vac-50-60-hz,UPDATE,free-ship-eligible,MERGE
resideo-vc4011zz02-e-vc-actuator-120-vac-50-60-hz-1-5-m-cable,UPDATE,free-ship-eligible,MERGE
resideo-vc4613zz00-e-vc-actuator-only-egg-crate-pack,UPDATE,free-ship-eligible,MERGE
resideo-vc7930zz32-e-vc-valve-actuator-for-trane,UPDATE,free-ship-eligible,MERGE
resideo-vc8111zz02-e-vc-actuator-24-vac-50-60-hz-1-5-m-cable,UPDATE,free-ship-eligible,MERGE
resideo-vc8711zz11-e-vc-on-off-actuator-auxiliary-switch,UPDATE,free-ship-eligible,MERGE
resideo-vczaa1000-e-vc-2-way-valve-1-2-in-sweat-3-5-cv-egg-crate-pack,UPDATE,free-ship-eligible,MERGE
resideo-vczaa1432-e-vc-2-way-equal-percentage-valve-1-2-in-trane,UPDATE,free-ship-eligible,MERGE
resideo-vczae1000-e-vc-2-way-valve-assembly-1-2-in-inverted-flare-3-6-cv-quick-open,UPDATE,free-ship-eligible,MERGE
resideo-vczaj1000-e-vc-valve,UPDATE,free-ship-eligible,MERGE
resideo-vczam1000-e-vc-2-way-valve-3-4-in-sweat-5-8-cv-egg-crate-pack,UPDATE,free-ship-eligible,MERGE
resideo-vczam1100-e-vc-2-way-valve-assembly-3-4-in-sweat-4-6-cv-linear,UPDATE,free-ship-eligible,MERGE
resideo-vczar1000-e-vc-2-way-valve-assembly-1-in-internal-npt,UPDATE,free-ship-eligible,MERGE
resideo-vczas1000-e-vc-2-way-valve-egg-crate-pack,UPDATE,free-ship-eligible,MERGE
resideo-vczmk6100-e-vc-3-way-valve-assembly-3-4-in-fnpt-6-6-cv-linear,UPDATE,free-ship-eligible,MERGE
resideo-vczml6000-e-vc-3-way-valve-assembly-3-4-in-sweat,UPDATE,free-ship-eligible,MERGE
resideo-vu444a1007-b-two-position-actuator-for-vu52-n-o-and-vu54-valves-120-vac-60-hz,UPDATE,free-ship-eligible,MERGE
resideo-vu53s2059-b-two-way-fan-coil-valve-3-4-in-sweat-8-0-cv,UPDATE,free-ship-eligible,MERGE
resideo-vu54s2016-b-three-way-fan-coil-valve-3-4-in-sweat-7-0-cv,UPDATE,free-ship-eligible,MERGE
resideo-vu54s2024-b-three-way-fan-coil-valve-1-in-sweat-7-0-cv,UPDATE,free-ship-eligible,MERGE
