sku,ven,price,lb_loja,teto_lb,folga_x,title
VEGA-92026,Viega,7.79,0.17,0.26,1.5,"Viega 92026 1/2"" x 3/4"" PEX Sweat Adapter (Press x FTG Sweat) - PureFlow® Press (Brass)"
VEGA-93050,Viega,7.63,0.17,0.26,1.5,"Viega 93050 3/4"" x 1/2"" PEX PureFlow Press Reducing Coupling (Press) - Brass"
LEGE-460-137NL,Legend Valve,7.98,0.06,0.27,4.5,"Legend Valve 460-137NL 3/4"" PEX 90° Elbow (Crimp(F1807)) - Brass"
MPEX-4611375,MrPEX Systems,8.01,0.05,0.27,5.4,"MrPEX Systems 4611375 1-1/4"" x 3/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
HGRI-454010,nVent Caddy,7.88,0.2,0.27,1.3,"nVent CADDY 454010 Superfix 454 Standard Duty, 2.244""-2.402"" (57-60.3 mm) OD, 2"" Pipe"
VEGA-46554,Viega,8.13,0.06,0.27,4.6,"Viega 46554 1"" x 1"" x 3/4"" PEX Reducing Tee (Crimp) - PureFlow® Crimp (Brass)"
VEGA-92006,Viega,8.12,0.17,0.27,1.6,"Viega 92006 3/8"" x 1/2"" PEX Sweat Adapter (Press x FTG Sweat) - PureFlow® Press (Brass)"
VEGA-94020,Viega,8.07,0.17,0.27,1.6,"Viega 94020 1/2"" PEX Tee (Press) - PureFlow® Press (Brass)"
HLNK-EX16552,HeatLink,8.21,0.05,0.28,5.5,"HeatLink EX16552 1/2"" x 1/2"" x 3/4"" PEX Reducing Tee (Expansion(F1960)) - Composite"
HLNK-EX19232,HeatLink,8.21,0.05,0.28,5.5,"HeatLink EX19232 1-1/4"" x 3/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
LEGE-302-423NL,Legend Valve,8.21,0.06,0.28,4.6,"Legend Valve 302-423NL 1/2"" PEX CPVC Adapter (Crimp(F1807) x CPVC) - Brass"
LEGE-302-453NL,Legend Valve,8.43,0.05,0.28,5.7,"Legend Valve 302-453NL 1/2"" PEX CPVC Adapter (Expansion(F1960) x CPVC) - Brass"
HONE-FV147A/U,Resideo,8.43,0.2,0.28,1.4,Resideo FV147A/U MaxiVent™ Air Vent for Heating and Cooling Systems
HONE-RWD11/C,Resideo,8.28,0.2,0.28,1.4,Resideo RWD11/C Single Use Water Leak Alarm (10 ct)
SIOU-699-FC,Sioux Chief,8.27,0.1,0.28,2.8,Sioux Chief 699-FC Proplate Frame Chrome Plated
WEBS-H-36802W,Webstone,8.25,0.05,0.28,5.6,"Webstone H-36802W 1/2"" Press x PEX F1960 Coupling"
INSL-138CT,Armacell,8.52,0.05,0.29,5.7,"Armacell 6IL048138 1-3/8"" x 1/2"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
DEAR-P9186,Dearborn,8.55,0.2,0.29,1.4,"Dearborn® P9186 1-1/2"" Baffle Tee, For Slip Joint Center Outlet Waste"
HLNK-EX19238,HeatLink,8.49,0.05,0.29,5.7,"HeatLink EX19238 1-1/4"" x 1"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
MPEX-4611310,MrPEX Systems,8.75,0.05,0.29,5.9,"MrPEX Systems 4611310 1-1/4"" x 1"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
MPEX-4691015,MrPEX Systems,8.75,0.05,0.29,5.9,"MrPEX Systems 4691015 1"" x 1"" x 1/2"" PEX Reducing Tee (Expansion(F1960)) - Composite"
MPEX-4691017,MrPEX Systems,8.75,0.05,0.29,5.9,"MrPEX Systems 4691017 1"" x 1"" x 3/4"" PEX Reducing Tee (Expansion(F1960)) - Composite"
VEGA-91540,Viega,8.7,0.17,0.29,1.7,"Viega 91540 3/4"" PEX Female Adapter (Press x FIP) - PureFlow® Press (Brass)"
VEGA-92609,Viega,8.6,0.26,0.29,1.1,"Viega 92609 1/2"" x 1/2"", PEX Press x FTG, 8"" L, 100/160 PSI, Lead-Free, Brazed Copper, Str"
MPEX-4641250,MrPEX Systems,8.85,0.05,0.3,6.0,"MrPEX Systems 4641250 1-1/4"" PEX Plug (Expansion(F1960)) - Composite"
PASC-2895,Pasco,9.03,0.15,0.3,2.0,"Pasco 2895 2"" CWT Floor & Ceiling Plate 2"""
SIOU-614-8L,Sioux Chief,9.0,0.25,0.3,1.2,"Sioux Chief 614-8L 1/2"" MIP Stub-Out Bullet"
LEGE-302-434,Legend Valve,9.13,0.11,0.31,2.8,"Legend Valve 302-434 3/4"" - CPVC x MIP, Stainless Steel MNPT x CPVC Transition Fittings"
LEGE-302-444,Legend Valve,9.13,0.11,0.31,2.8,"Legend Valve 302-444 3/4"" - CPVC x FIP, Stainless Steel FNPT x CPVC Transition Fittings"
LEGE-450-853P,Legend Valve,9.09,0.06,0.31,5.1,"Legend Valve 450-853P 1/2"" PEX Press Adapter (Crimp(F1807) x Press) - Brass"
PRIE-C-134KT-805,"PRIER Products, Inc.",9.18,0.15,0.31,2.1,PRIER Products C-134KT-805 Replacement Wall Hydrant Handle and Screw Kit
SIOU-644WG32,Sioux Chief,9.12,0.05,0.31,6.1,"Sioux Chief 644WG32 3/4"" x 1/2"" PEX F1960 Female Sweat Adapter Brass"
VEGA-46446,Viega,9.07,0.06,0.31,5.1,"Viega 46446 3/4"" x 1"" PEX Male Adapter (Crimp(F1807) x MIP) - PureFlow® Crimp (Brass)"
VEGA-90526,Viega,9.07,0.17,0.31,1.8,"Viega 90526 1/2"" x 3/4"" PEX Male Adapter (Crimp(F1807) x MIP) - PureFlow® Press (Brass)"
VEGA-93540,Viega,9.31,0.17,0.31,1.8,"Viega 3/4"" PEX 90° Elbow (Press) - PureFlow® Press (Brass) 93540"
INSL-58DT,Armacell,9.48,0.05,0.32,6.4,"Armacell 6IL068058 5/8"" x 3/4"" wall, Elastomeric Pipe Insulation with a flexible lap seal "
DEAR-801-1,Dearborn,9.63,0.27,0.32,1.2,"Dearborn® 801-1 1-1/2"" x 8"" Flanged Strainer Tailpiece - Budget Ga."
HARV-68035,Harvey,9.54,0.23,0.32,1.4,Harvey™ 68035 5/16 in. X 3 in. Brass Tank Bolt Kit with Hex and Wing Nuts
HLNK-EX19035,HeatLink,9.63,0.05,0.32,6.5,"HeatLink EX19035 1-1/4"" PEX Coupling (Expansion(F1960)) - Composite"
HLNK-EX27122NL,HeatLink,9.45,0.05,0.32,6.4,"HeatLink EX27122NL 3/4"" PEX Sweat Adapter (Expansion(F1960) x FTG Sweat) - Brass"
LEGE-101-932,Legend Valve,9.63,0.28,0.32,1.2,"Legend Valve 101-932 3/4"" - 1-1/4"" - , Plastic Stem Extension T-Handle for T/S-1001, T-100"
MPEX-4691071,MrPEX Systems,9.38,0.05,0.32,6.3,"MrPEX Systems 4691071 1"" x 3/4"" x 1"" PEX Reducing Tee (Expansion(F1960)) - Composite"
SHAR-050-FA-LF,SharkBite,9.6,0.16,0.32,2.0,SharkBite U072LF 1/2 In. x 1/2 In. FNPT Connector Lead Free
SHAR-050-MA-LF,SharkBite,9.6,0.15,0.32,2.2,SharkBite U120LF 1/2 In. x 1/2 In. MNPT Connector Lead Free
VEGA-92421,Viega,9.48,0.26,0.32,1.2,"Viega 92421 1/2"" x 1/2"", PureFlow Press x FTG, 160 PSI, Lead-Free, Brazed Copper, L, 90D S"
VEGA-97545,Viega,9.35,0.17,0.32,1.9,"Viega 97545 3/4"" x 1"" PEX Sweat Adapter (Proflow Press x FTG Sweat) - PureFlow® Press (Bra"
LEGE-450-863P,Legend Valve,9.93,0.05,0.33,6.7,"Legend Valve 450-863P 1/2"" PEX Press Adapter (Expansion(F1960) x Press) - Brass"
LEGE-460-005NL,Legend Valve,9.92,0.06,0.33,5.6,"Legend Valve 460-005NL 1"" PEX 90° Elbow (Crimp(F1807)) - Brass"
COPF-025-45EL-C,Mueller Streamline,9.88,0.05,0.33,6.7,"Mueller Streamline W 03012 1/4"" Copper Sweat Fittings - 45 Degree Elbow C x C"
GAPN-018-6,Mueller Streamline,9.72,0.12,0.33,2.7,"Mueller Streamline 560-060 1/8"" x 6"" - Galvanized Nipple"
VEGA-49333,Viega,9.93,0.06,0.33,5.6,"Viega 49333 1/2"" PEX Lav Adapter (Crimp x ) - PureFlow® Press (Composite)"
VEGA-93055,Viega,9.66,0.17,0.33,1.9,"Viega 93055 1"" x 3/4"" PEX PureFlow Press Reducing Coupling (Press) - Brass"
INSL-158CT,Armacell,10.08,0.07,0.34,4.9,"Armacell 6IL048158 1-5/8"" x 1/2"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
CMPF-038.050-90MA-NL,BrassCraft,10.21,0.14,0.34,2.5,"BrassCraft 69-6-8X 3/8"" x 1/2"" Compression Elbow - 90° Compression x MIP"
HLNK-EX27222NL,HeatLink,10.05,0.05,0.34,6.8,"HeatLink EX27222NL 3/4"" PEX Sweat Adapter (Expansion(F1960) x Sweat) - Brass"
LEGE-114-609NL,Legend Valve,9.99,0.3,0.34,1.1,"Legend Valve 114-609NL 1/2"" X 3/8"" - F1807 x Comp (OD), No Lead Chrome-Plated Forged Brass"
LEGE-302-219NL,Legend Valve,10.06,0.06,0.34,5.7,"Legend Valve 302-219NL 1/2"" PEX Drop Ear Elbow (Crimp(F1807) x FIP) - Brass"
MPEX-4611313,MrPEX Systems,10.1,0.05,0.34,6.8,"MrPEX Systems 4611313 1-1/4"" PEX Coupling (Expansion(F1960)) - Composite"
VEGA-90561,Viega,10.12,0.17,0.34,2.0,"Viega 90561 1"" PEX Male Adapter (Crimp(F1807) x MIP) - PureFlow® Press (Brass)"
HLNK-EX19242,HeatLink,10.27,0.05,0.35,6.9,"HeatLink EX19242 1-1/2"" x 3/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
HLNK-EX19243,HeatLink,10.46,0.05,0.35,7.1,"HeatLink EX19243 1-1/2"" x 1-1/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
HLNK-EX19248,HeatLink,10.43,0.05,0.35,7.0,"HeatLink EX19248 1-1/2"" x 1"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
HGRI-L460450EG,nVent Caddy,10.35,0.12,0.35,2.9,"nVent Caddy L460450EG 1-1 Hole Open Corner Angle Bracket, EG, 45 degree"
HONE-392449-1/U,Resideo,10.33,0.2,0.35,1.7,"Resideo 392449-1/U Compression Fitting for 1/8 in OD Pilot Tubing, 0.78 in total overall l"
SHAR-050-CAP-LF,SharkBite,10.52,0.07,0.35,5.1,SharkBite U514LF SB End Stop 1/2 In. WP LF
VEGA-92321,Viega,10.41,0.26,0.35,1.3,"Viega 92321 1/2"" x 1/2"", PureFlow Press x FTG, 160 PSI, Lead-Free, Brazed Copper, L, 90D S"
HLNK-EX16228,HeatLink,10.68,0.05,0.36,7.2,"HeatLink EX16228 3/4"" x 3/4"" x 1"" PEX Reducing Tee (Expansion(F1960)) - Composite"
HLNK-EX19041,HeatLink,10.56,0.05,0.36,7.1,"HeatLink EX19041 1-1/2"" PEX Coupling (Expansion(F1960)) - Composite"
LEGE-101-907,Legend Valve,10.61,0.28,0.36,1.3,"Legend Valve 101-907 Stem Extension for T-1960NL Cold Expansion Ball Valves, For 1/2"" to 3"
LEGE-114-603NL,Legend Valve,10.56,0.3,0.36,1.2,"Legend Valve 114-603NL 1/2"" x 3/8"" - FIP x Comp (OD), No Lead Chrome-Plated Forged Brass 1"
LEGE-114-703NL,Legend Valve,10.81,0.3,0.36,1.2,"Legend Valve 114-703NL 1/2"" x 3/8"" FNPT x Comp Straight Stop - No Lead Chrome-Plated Forge"
HGRI-BC17A000-EG,nVent Caddy,10.61,0.12,0.36,3.0,"nVent Caddy BC17A000EG Strut Beam Clamp with U-Bolt, Steel, EG, A, C Strut"
HGRI-L220000EG,nVent Caddy,10.65,0.12,0.36,3.0,"nVent Caddy L220000EG 2-2 Hole Corner Angle Bracket, Steel, EG, 4.125"" x 3.5"" (104.78 mm x"
ARRO-PK1299,Arrowhead Brass,10.86,0.15,0.37,2.4,Arrowhead Brass PK1299 Red and Blue Oval Handles and self-tapping screws for 490 series
DIVE-ACK4,DiversiTech,10.96,0.26,0.37,1.4,"DiversiTech ACK4 Alligator Clips, Red/Black Pk of 4"
HLNK-EX27522NL,HeatLink,11.12,0.05,0.37,7.5,"HeatLink EX27522NL 3/4"" PEX Male Adapter (Expansion(F1960) x MIP) - Brass"
AQUF-V-104-S-LL,LSP Products,11.01,0.3,0.37,1.2,"LSP Products V-104-S-LL 1/2"" x 3/8"" F1960 x COMP OD Straight Stop - 1/4 Turn"
SHAR-075-MA-LF,SharkBite,10.98,0.22,0.37,1.7,SharkBite U134LF 3/4 In. x 3/4 In. MNPT Straight Connector Lead Free
SHAR-UR068A,SharkBite,10.98,0.33,0.37,1.1,"SharkBite UR068 1/2"" x 3/4"" SharkBite Max Female Adapter"
SHAR-UR088A,SharkBite,10.98,0.33,0.37,1.1,"SharkBite UR088 3/4"" SharkBite Max Female Adapter"
SHAR-UR116A,SharkBite,10.98,0.33,0.37,1.1,"SharkBite UR116 1/2"" x 3/4"" SharkBite Max Male Adapter"
SHAR-UR134A,SharkBite,10.98,0.33,0.37,1.1,"SharkBite UR134 3/4"" SharkBite Max Male Adapter"
SIOU-643WG23,Sioux Chief,10.85,0.05,0.37,7.3,"Sioux Chief 643WG23 1/2"" x 3/4"" PEX F1960 Female Sweat Adapter Brass"
SIOU-645WG3,Sioux Chief,10.98,0.05,0.37,7.4,"Sioux Chief 645WG3 3/4"" PEX Coupling (Expansion(F1960)) Brass"
VEGA-92060,Viega,11.08,0.17,0.37,2.2,"Viega 92060 1"" PEX Sweat Adapter (Press x FTG Sweat) - PureFlow® Press (Brass)"
VEGA-97560,Viega,10.96,0.17,0.37,2.2,"Viega 97560 1"" PEX Sweat Adapter (Proflow Press x FTG Sweat) - PureFlow® Press (Brass)"
INSL-78DT,Armacell,11.34,0.06,0.38,6.4,"Armacell 6IL068078 7/8"" x 3/4"" wall, Elastomeric Pipe Insulation with a flexible lap seal "
CMPF-058.075-MA-NL,BrassCraft,11.36,0.17,0.38,2.3,"BrassCraft 68-10-12X 5/8"" x 3/4"" Compression Male Adapter"
LEGE-114-606NL,Legend Valve,11.27,0.3,0.38,1.3,"Legend Valve 114-606NL 1/2"" x 3/8"" - F1960 x Comp (OD), No Lead Chrome-Plated Forged Brass"
VEGA-92036,Viega,11.36,0.17,0.38,2.3,"Viega 92036 3/4"" x 1/2"" PEX Sweat Adapter (Press x FTG Sweat) - PureFlow® Press (Brass)"
HLNK-EX16335,HeatLink,11.7,0.05,0.39,7.9,"HeatLink EX16335 1-1/4"" x 1-1/4"" x 1/2"" PEX Reducing Tee (Expansion(F1960)) - Composite"
LEGE-114-704NL,Legend Valve,11.45,0.3,0.39,1.3,"Legend Valve 114-704NL 5/8"" x 3/8"" - Comp (OD) x Comp (OD), No Lead Chrome-Plated Forged B"
LEGE-114-705NL,Legend Valve,11.62,0.3,0.39,1.3,"Legend Valve 114-705NL 1/2"" x 1/4"" - F1960 x Comp (OD), No Lead Chrome-Plated Forged Brass"
LEGE-114-706NL,Legend Valve,11.62,0.3,0.39,1.3,"Legend Valve 114-706NL 1/2"" x 3/8"" - F1960 x Comp (OD), No Lead Chrome-Plated Forged Brass"
LEGE-302-235NL,Legend Valve,11.56,0.05,0.39,7.8,"Legend Valve 302-235NL 1/2"" PEX Drop Ear Elbow (Expansion(F1960) x FIP) - Brass"
PRIE-C-108KT-808,"PRIER Products, Inc.",11.52,0.15,0.39,2.6,PRIER Products C-108KT-808 Loose Key On Lanyard for Wall Hydrants
SHAR-050-CPLG-LF,SharkBite,11.43,0.13,0.39,3.0,SharkBite U008LF 1/2 In. Coupling Lead Free
SHAR-U006LFA,SharkBite,11.43,0.33,0.39,1.2,"SharkBite U006LF 3/8"" SharkBite Coupling"
SHAR-U009LFA,SharkBite,11.43,0.33,0.39,1.2,"SharkBite U009LF 3/8"" x 1/2"" SharkBite Reducing Coupling"
SHAR-UR008A,SharkBite,11.43,0.33,0.39,1.2,"SharkBite UR008 1/2"" SharkBite Max Coupling"
SIOU-630WG248,Sioux Chief,11.6,0.26,0.39,1.5,"Sioux Chief 630WG248 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow"
VEGA-94036,Viega,11.71,0.17,0.39,2.3,"Viega 94036 3/4"" x 3/4"" x 1/2"" PEX Reducing Tee (Press) - PureFlow® Press (Brass)"
LEGE-460-759NL,Legend Valve,11.93,0.06,0.4,6.7,"Legend Valve 460-759NL 3/4"" X 1"" PEX Male Adapter (Crimp(F1807) x MIP) - Brass"
CFCB-075-FA,Mueller Streamline,11.83,0.14,0.4,2.8,"Mueller Streamline W 01246R 3/4"" Copper Fittings - Cleaned & Bagged - Female Adapter C x F"
PASC-2091,Pasco,11.97,0.05,0.4,8.1,"Pasco 2091 2-1/8""x3-3/16"" Beveled Overflow Washer"
PASC-4532,Pasco,11.77,0.33,0.4,1.2,"Pasco 3/4"" Nipple Extractor 4532"
SHAR-U004LFA,SharkBite,11.89,0.33,0.4,1.2,"SharkBite U004LF 1/4"" SharkBite Coupling"
SIOU-638WG208,Sioux Chief,11.98,0.26,0.4,1.6,"Sioux Chief 638WG208 1/2"" x 8"" PEX F1960 Stub Out"
VEGA-94040,Viega,11.89,0.17,0.4,2.4,"Viega 94040 3/4"" PEX Tee (Press) - PureFlow® Press (Brass)"
LEGE-114-604NL,Legend Valve,12.23,0.3,0.41,1.4,"Legend Valve 114-604NL 5/8"" x 3/8"" - Comp (OD) x Comp (OD), No Lead Chrome-Plated Forged B"
MPEX-4611510,MrPEX Systems,12.03,0.05,0.41,8.1,"MrPEX Systems 4611510 1-1/2"" x 1"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
MPEX-4611575,MrPEX Systems,12.03,0.05,0.41,8.1,"MrPEX Systems 4611575 1-1/2"" x 3/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
VEGA-94034,Viega,12.24,0.17,0.41,2.4,"Viega 94034 3/4"" x 1/2"" x 3/4"" PEX Reducing Tee (Press) - PureFlow® Press (Brass)"
VEGA-94520,Viega,12.12,0.17,0.41,2.4,"Viega 94520 1/2"" PEX Drop Ear Elbow (Press) - PureFlow® Press (Brass)"
VEGA-97840,Viega,12.21,0.17,0.41,2.4,"Viega 97840 3/4"" PEX Poly Adapter (Crimp x PEX PureFlow) - PureFlow® Press (Brass)"
HLNK-28305NL,HeatLink,12.6,0.06,0.42,7.1,"HeatLink 28305NL 1/2"" PEX Drop Ear Elbow (Crimp(F1807) x FIP) - Brass"
HLNK-EX27605NL,HeatLink,12.38,0.05,0.42,8.3,"HeatLink 1/2"" PEX Female Adapter (Expansion(F1960) x FIP) - Brass EX27605NL"
LEGE-302-424NL,Legend Valve,12.39,0.06,0.42,7.0,"Legend Valve 302-424NL 3/4"" PEX CPVC Adapter (Crimp(F1807) x CPVC) - Brass"
LEGE-460-763NL,Legend Valve,12.57,0.06,0.42,7.1,"Legend Valve 460-763NL 1"" PEX Male Adapter (Crimp(F1807) x MIP) - Brass"
MILW-48-00-5221,Milwaukee Tools,12.51,0.35,0.42,1.2,"Milwaukee Tools 48-00-5221 6"" 5 TPI AX™ with Carbide Teeth SAWZALL® Blade for Wood with Na"
MILW-48-73-8630,Milwaukee Tools,12.38,0.05,0.42,8.3,Milwaukee Tools (1) Cut Level 3 Nitrile Dipped Gloves - S (48-73-8630)
MILW-48-73-8632,Milwaukee Tools,12.38,0.05,0.42,8.3,Milwaukee Tools (1) Cut Level 3 Nitrile Dipped Gloves - L (48-73-8632)
MILW-48-73-8633,Milwaukee Tools,12.38,0.05,0.42,8.3,Milwaukee Tools (1) Cut Level 3 Nitrile Dipped Gloves - XL (48-73-8633)
CFCB-075.050.075-TEE,Mueller Streamline,12.5,0.16,0.42,2.6,"Mueller Streamline 3/4"" x 1/2"" x 3/4"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
COPF-038-FA-C,Mueller Streamline,12.5,0.05,0.42,8.4,"Mueller Streamline W 01225 3/8"" Copper Sweat Fittings - Female Adapter C x FPT"
COPF-100.050-FLB-C,Mueller Streamline,12.35,0.21,0.42,2.0,"Mueller Streamline W 01739 1"" x 1/2"" Copper Sweat Fittings - Flush Bushing Ftg x C"
SAMM-8150922,Sammy Screws,12.6,0.07,0.42,6.1,"Sammy Screws 8150922 Sammys® 3/8"" Vertical Threaded Rod Anchor - XP 20 with a 1"" Long Anch"
SHAR-075-CAP-LF,SharkBite,12.35,0.19,0.42,2.2,SharkBite U518LF 3/4 In. End Stop Lead Free
SHAR-UR518A,SharkBite,12.35,0.33,0.42,1.3,"SharkBite UR518 3/4"" SharkBite Max End Cap"
SIOU-645X3P,Sioux Chief,12.46,0.06,0.42,7.0,"Sioux Chief 645X3P 3/4"" PEX PVC Adapter (Crimp(F1807) x PVC) Copper"
VEGA-91525,Viega,12.32,0.17,0.42,2.4,"Viega 91525 1/2"" x 3/4"" PEX Female Adapter (Press x FIP) - PureFlow® Press (Brass)"
VEGA-94022,Viega,12.59,0.17,0.42,2.5,"Viega 94022 1/2"" x 1/2"" x 3/4"" PEX Reducing Tee (Press) - PureFlow® Press (Brass)"
WEBS-H-36803W,Webstone,12.38,0.05,0.42,8.3,"Webstone H-36803W 3/4"" Press x PEX F1960 Coupling"
CMPF-058.038-MA-NL,BrassCraft,12.81,0.09,0.43,4.8,"BrassCraft 68-10-6X 5/8"" x 3/8"" Compression Male Adapter"
LEGE-114-605NL,Legend Valve,12.84,0.3,0.43,1.4,"Legend Valve 114-605NL 1/2"" x 1/4"" F1960 x Comp (OD) No Lead Chrome-Plated Forged Brass 1/"
MPEX-4641500,MrPEX Systems,12.83,0.05,0.43,8.6,"MrPEX Systems 4641500 1-1/2"" PEX Plug (Expansion(F1960)) - Composite"
COPF-038.050-FA-C,Mueller Streamline,12.83,0.08,0.43,5.4,"Mueller Streamline W 01224 3/8"" x 1/2"" Copper Sweat Fittings - Female Adapter C x FPT"
SHAR-050-90EL-LF,SharkBite,12.81,0.19,0.43,2.3,SharkBite U248LF 1/2 In. Elbow Lead Free
SHAR-U246LFA,SharkBite,12.81,0.33,0.43,1.3,"SharkBite U246LF 3/8"" SharkBite 90° Elbow"
SHAR-UR248A,SharkBite,12.81,0.33,0.43,1.3,"SharkBite UR248 1/2"" SharkBite Max 90° Elbow"
SHAR-UR280A,SharkBite,12.81,0.33,0.43,1.3,"SharkBite UR280 1/2"" SharkBite Max Male Adapter Elbow"
SHAR-UR308A,SharkBite,12.81,0.33,0.43,1.3,"SharkBite UR308 1/2"" SharkBite Max Female Adapter Elbow"
SHAR-UR334A,SharkBite,12.81,0.33,0.43,1.3,"SharkBite UR334 1/2"" SharkBite Max Drop Ear Elbow"
SIOU-630WG248E,Sioux Chief,12.83,0.26,0.43,1.7,"Sioux Chief 630WG248E 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange"
SIOU-638X218E,Sioux Chief,12.78,0.26,0.43,1.7,"Sioux Chief 638X218E 1/2"" x 18"" PEX F1807 Stub Out Bullet with Nail Flange"
VEGA-49342,Viega,12.67,0.17,0.43,2.5,"Viega 49342 1/2"" x 3/8"" PEX PureFlow Press Reducing Coupling (Press) - Composite"
VEGA-49770,Viega,12.83,0.17,0.43,2.5,"Viega 49770 1-1/4"" PEX Plug (Press) - PureFlow® Press (Composite)"
VEGA-94032,Viega,12.72,0.17,0.43,2.5,"Viega 94032 3/4"" x 1/2"" x 1/2"" PEX Reducing Tee (Press) - PureFlow® Press (Brass)"
IPSC-10260,Weld-On,12.87,0.33,0.43,1.3,"Weld-On 10260 790 Multi-Purpose Solvent Cement, Light Amber, Low VOC, High Strength, Mediu"
CPVC-200.150-BSH-V,Charlotte Pipe,13.0,0.17,0.44,2.6,"Charlotte Pipe CTS-02107-3400 2"" x 1-1/2"" - CPVC Bushing - Slip x Slip"
HLNK-EX14203,HeatLink,13.07,0.05,0.44,8.8,"HeatLink 3-Port PEX Flow Through Manifold Tee - 3/4"" Expansion Inlet, 3/4""Expansion Outlet"
HLNK-EX16382,HeatLink,12.91,0.05,0.44,8.7,"HeatLink EX16382 1-1/4"" x 1"" x 3/4"" PEX Reducing Tee (Expansion(F1960)) - Composite"
AQUF-SFC-506-PP,LSP Products,13.18,0.32,0.44,1.4,"LSP Products SFC-506-PP 3/8"" COMP x 3/8"" COMP x 6"" MightyFlex™ Faucet Connector - Braided "
MILW-48-00-5226,Milwaukee Tools,13.18,0.35,0.44,1.3,"Milwaukee Tools 48-00-5226 9"" 5 TPI AX™ with Carbide Teeth SAWZALL® Blade for Wood with Na"
SIOU-878-60,Sioux Chief,13.1,0.38,0.44,1.2,"Sioux Chief 878-60 6"" C/S Plug Slotted with Brs Insert PVC"
VEGA-89413,Viega,13.11,0.16,0.44,2.8,"Viega 89413 5/8"" x 5/8"", PureFlow Press x SVC, 160 PSI, Bronze, Straight, Adapter"
VEGA-92540,Viega,13.08,0.17,0.44,2.6,"Viega 3/4"" PEX 90° Elbow (Press) - PureFlow® Press (Brass) 92540"
VEGA-99640,Viega,12.96,0.17,0.44,2.6,"Viega 99640 3/4"" PEX PureFlow Press Press Adapter (Press x ProPress) - PureFlow® Press (Br"
INSL-218CT,Armacell,13.26,0.09,0.45,5.0,"Armacell 6IL048218 2-1/8"" x 1/2"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
SIOU-842-82AT,Sioux Chief,13.46,0.36,0.45,1.3,"Sioux Chief 842-82AT Adapter ABS 2"" Flanged with 1/2"" port"
VEGA-90546,Viega,13.25,0.17,0.45,2.6,"Viega 90546 3/4"" x 1"" PEX Male Adapter (Crimp(F1807) x MIP) - PureFlow® Press (Brass)"
VEGA-93060,Viega,13.47,0.17,0.45,2.7,"Viega 93060 1"" PEX Coupling (Press) - PureFlow® Press (Brass)"
INSL-118DT,Armacell,13.74,0.07,0.46,6.6,"Armacell 6IL068118 1-1/8"" x 3/4"" wall, Elastomeric Pipe Insulation with a flexible lap sea"
DIVE-PFS097,DiversiTech,13.79,0.2,0.46,2.3,DiversiTech PFS097 Flame Sensor Replaces Lennox 28M97
LEGE-114-615NL,Legend Valve,13.73,0.3,0.46,1.5,"Legend Valve 114-615NL 1/2"" x 1/4"" F1807 x Comp (OD) No Lead Chrome-Plated Forged Brass 1/"
LEGE-460-804NL,Legend Valve,13.65,0.06,0.46,7.7,"Legend Valve 460-804NL 3/4"" PEX Insert Adapter (Crimp(F1807) x Insert) - Brass"
MILW-48-22-0104,Milwaukee Tools,13.58,0.4,0.46,1.1,Milwaukee Tools 48-22-0104 Rasping Jab Saw
MPEX-4611513,MrPEX Systems,13.62,0.05,0.46,9.2,"MrPEX Systems 4611513 1-1/2"" x 1-1/4"" PEX Reducing Coupling (Expansion(F1960)) - Composite"
MPEX-4611515,MrPEX Systems,13.62,0.05,0.46,9.2,"MrPEX Systems 4611515 1-1/2"" PEX Coupling (Expansion(F1960)) - Composite"
COPF-125.100-FLB-C,Mueller Streamline,13.73,0.14,0.46,3.3,"Mueller Streamline W 01743 1-1/4"" x 1"" Copper Sweat Fittings - Flush Bushing Ftg x C"
PASC-1856-T,Pasco,13.59,0.38,0.46,1.2,"Pasco 1856-T 3-1/2"" SO CD Brass Clean Out CS Plug Tap"
PASC-4815,Pasco,13.62,0.33,0.46,1.4,"Pasco 4815 1/2"" Pipe Tap"
PASC-4920,Pasco,13.62,0.33,0.46,1.4,Pasco 4920 Telescoping Magnetic Retriever Tool
SHAR-UR016A,SharkBite,13.73,0.33,0.46,1.4,"SharkBite UR016 3/4"" SharkBite Max Coupling"
SHAR-UR058A,SharkBite,13.73,0.33,0.46,1.4,"SharkBite UR058 3/4"" x 1/2"" SharkBite Max Reducing Coupling"
