Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,SEO Description,Variant Command,Variant SKU,Variant Price,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Variant Country of Origin
resideo-272858-u-union-gasket-for-1-1-2-in-d06-and-ds06g,NEW,Resideo 272858/U Union Gasket for 1 1/2 in D06 and DS06G,"<p>Union gasket for 1 1/2 in D06 and DS06G. Priced per piece; 2 pieces per bag.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 272858/U</li><li><strong>Size:</strong> 1 1/2 in</li><li><strong>Fits:</strong> D06, DS06G</li><li><strong>Packaging:</strong> Priced per piece, 2 pieces per bag</li><li><strong>UPC:</strong> 085267815666</li><li><strong>Country of Origin:</strong> US</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>",Resideo,Pressure Reducing Valves,"Resideo, Pressure Reducing Valves, map-import-2609, revisar-cadastro",Draft,FALSE,Union gasket for 1 1/2 in D06 and DS06G. Priced per piece; 2 pieces per bag.,MERGE,HONE-272858/U,13.01,085267815666,1.0,lb,shopify,deny,TRUE,TRUE,US
resideo-272859-u-union-gaskets-for-2-in-d06-ds06,NEW,Resideo 272859/U Union Gaskets for 2 in D06/DS06,"<p>Union gaskets for 2 in D06/DS06. Priced per piece; 2 pieces per bag.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 272859/U</li><li><strong>Size:</strong> 2 in</li><li><strong>Fits:</strong> D06/DS06</li><li><strong>Packaging:</strong> Priced per piece, 2 pieces per bag</li><li><strong>UPC:</strong> 085267815673</li><li><strong>Country of Origin:</strong> US</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>",Resideo,Pressure Reducing Valves,"Resideo, Pressure Reducing Valves, map-import-2609, revisar-cadastro",Draft,FALSE,Union gaskets for 2 in D06/DS06. Priced per piece; 2 pieces per bag.,MERGE,HONE-272859/U,14.26,085267815673,0.1,lb,shopify,deny,TRUE,TRUE,US
resideo-32000408-001-u-feed-tube-nozzle-for-he360a1001-humidifier,NEW,Resideo 32000408-001/U Feed Tube Nozzle for HE360A1001 Humidifier,<p>Feed tube nozzle for the HE360A1001 humidifier.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32000408-001/U</li><li><strong>Fits:</strong> HE360A1001</li><li><strong>UPC:</strong> 085267188265</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>,Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609, revisar-cadastro",Draft,FALSE,Feed tube nozzle for the HE360A1001 humidifier.,MERGE,HONE-32000408-001/U,23.99,085267188265,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001615-001-u-replacement-drain-fitting-for-he225-and-he265-humidifiers,NEW,Resideo 32001615-001/U Replacement Drain Fitting for HE225 and HE265 Humidifiers,"<p>Replacement drain fitting for legacy humidifiers, works with HE225 and HE265.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001615-001/U</li><li><strong>Fits:</strong> HE225, HE265</li><li><strong>UPC:</strong> 085267186339</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,"Replacement drain fitting for legacy humidifiers, works with HE225 and HE265.",MERGE,HONE-32001615-001/U,32.99,085267186339,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001619-001-u-replacement-perfectflo-water-distribution-tray-for-he225-and-he360a1001,NEW,Resideo 32001619-001/U Replacement PerfectFLO Water Distribution Tray for HE225 and HE360A1001,"<p>Replacement PerfectFLO water distribution tray for HE225 and HE360A1001 humidifiers.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001619-001/U</li><li><strong>Fits:</strong> HE225, HE360A1001</li><li><strong>UPC:</strong> 085267185950</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement PerfectFLO water distribution tray for HE225 and HE360A1001 humidifiers.,MERGE,HONE-32001619-001/U,61.47,085267185950,0.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001621-001-u-replacement-frame-for-he225-humidifier,NEW,Resideo 32001621-001/U Replacement Frame for HE225 Humidifier,<p>Replacement frame for the HE225 humidifier.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001621-001/U</li><li><strong>Fits:</strong> HE225</li><li><strong>UPC:</strong> 085267186353</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>,Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement frame for the HE225 humidifier.,MERGE,HONE-32001621-001/U,43.16,085267186353,0.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001630-001-u-replacement-perfectflo-water-distribution-tray-for-he265-and-he365,NEW,Resideo 32001630-001/U Replacement PerfectFLO Water Distribution Tray for HE265 and HE365,"<p>Replacement PerfectFLO water distribution tray for HE265 and HE365 humidifiers.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001630-001/U</li><li><strong>Fits:</strong> HE265, HE365</li><li><strong>UPC:</strong> 085267186001</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement PerfectFLO water distribution tray for HE265 and HE365 humidifiers.,MERGE,HONE-32001630-001/U,63.20,085267186001,0.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001632-001-u-replacement-frame-for-he265-and-he365-humidifiers,NEW,Resideo 32001632-001/U Replacement Frame for HE265 and HE365 Humidifiers,"<p>Replacement frame for HE265 and HE365 humidifiers.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001632-001/U</li><li><strong>Fits:</strong> HE265, HE365</li><li><strong>UPC:</strong> 085267186360</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement frame for HE265 and HE365 humidifiers.,MERGE,HONE-32001632-001/U,48.60,085267186360,1.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001639-002-u-replacement-solenoid-assembly-for-he105-he205-he225-and-he265,NEW,"Resideo 32001639-002/U Replacement Solenoid Assembly for HE105, HE205, HE225 and HE265","<p>Replacement solenoid assembly for HE105, HE205, HE225 and HE265 humidifiers, including water feed tube and nozzle.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001639-002/U</li><li><strong>Fits:</strong> HE105, HE205, HE225, HE265</li><li><strong>Includes:</strong> Water feed tube, nozzle</li><li><strong>UPC:</strong> 085267186025</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,"Replacement solenoid assembly for HE105, HE205, HE225 and HE265 humidifiers, including water feed tube and nozzle.",MERGE,HONE-32001639-002/U,176.57,085267186025,0.6,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001676-001-u-replacement-printed-wiring-board-for-he360a-and-he360b-humidifiers,NEW,Resideo 32001676-001/U Replacement Printed Wiring Board for HE360A and HE360B Humidifiers,"<p>Replacement printed wiring board for HE360A and HE360B humidifier models.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001676-001/U</li><li><strong>Fits:</strong> HE360A, HE360B</li><li><strong>UPC:</strong> 085267193528</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement printed wiring board for HE360A and HE360B humidifier models.,MERGE,HONE-32001676-001/U,156.50,085267193528,0.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-32001876-001-u-replacement-solenoid-assembly-for-he365-humidifier,NEW,Resideo 32001876-001/U Replacement Solenoid Assembly for HE365 Humidifier,"<p>Replacement solenoid assembly with tube and nozzle for HE365 humidifier models.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32001876-001/U</li><li><strong>Fits:</strong> HE365</li><li><strong>Includes:</strong> Tube, nozzle</li><li><strong>UPC:</strong> 085267194426</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>",Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement solenoid assembly with tube and nozzle for HE365 humidifier models.,MERGE,HONE-32001876-001/U,172.39,085267194426,0.6,lb,shopify,deny,TRUE,TRUE,MX
resideo-32004955-003-u-electronic-sensor-for-l7148-24-in-lead,NEW,"Resideo 32004955-003/U Electronic Sensor for L7148, 24 in Lead","<p>Electronic sensor for L7148 with 24 in 18 AWG lead, one 3/16 in and one 1/4 in quick connect, and captive retaining clip.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32004955-003/U</li><li><strong>Fits:</strong> L7148</li><li><strong>Lead:</strong> 24 in, 18 AWG</li><li><strong>Terminals:</strong> One 3/16 in and one 1/4 in quick connect</li><li><strong>Includes:</strong> Captive retaining clip</li><li><strong>UPC:</strong> 085267230650</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Aquastats &amp; Wells</li></ul>",Resideo,Aquastats & Wells,"Resideo, Aquastats & Wells, map-import-2609",Draft,FALSE,"Electronic sensor for L7148 with 24 in 18 AWG lead, one 3/16 in and one 1/4 in quick connect, and captive retaining clip.",MERGE,HONE-32004955-003/U,75.34,085267230650,0.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-32005376-001-u-replacement-fan-motor-for-he365-humidifier,NEW,Resideo 32005376-001/U Replacement Fan Motor for HE365 Humidifier,<p>Replacement fan motor for the HE365 humidifier.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32005376-001/U</li><li><strong>Fits:</strong> HE365</li><li><strong>UPC:</strong> 085267233996</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li></ul>,Resideo,Dehumidifiers & Humidifiers,"Resideo, Dehumidifiers & Humidifiers, map-import-2609",Draft,FALSE,Replacement fan motor for the HE365 humidifier.,MERGE,HONE-32005376-001/U,232.43,085267233996,3.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-32006026-001-u-replacement-carbon-odor-filter-for-f500-hepa-air-cleaner-4-pack,NEW,"Resideo 32006026-001/U Replacement Carbon Odor Filter for F500 HEPA Air Cleaner, 4-Pack",<p>Replacement carbon odor filter 4-pack for the F500 whole house HEPA air cleaner. Minimum order quantity of 20.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32006026-001/U</li><li><strong>Fits:</strong> F500 whole house HEPA air cleaner</li><li><strong>Pack:</strong> 4</li><li><strong>Minimum Order:</strong> 20</li><li><strong>UPC:</strong> 085267233101</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Air Cleaners &amp; Filters</li></ul>,Resideo,Air Cleaners & Filters,"Resideo, Air Cleaners & Filters, map-import-2609, revisar-cadastro",Draft,FALSE,Replacement carbon odor filter 4-pack for the F500 whole house HEPA air cleaner. Minimum order quantity of 20.,MERGE,HONE-32006026-001/U,25.30,085267233101,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-32006027-001-u-replacement-prefilter-for-f500-hepa-air-cleaner-2-in,NEW,"Resideo 32006027-001/U Replacement Prefilter for F500 HEPA Air Cleaner, 2 in",<p>Replacement 2-inch prefilter for the F500 whole house HEPA air cleaner. Minimum order quantity of 6.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32006027-001/U</li><li><strong>Fits:</strong> F500 whole house HEPA air cleaner</li><li><strong>Thickness:</strong> 2 in</li><li><strong>Minimum Order:</strong> 6</li><li><strong>UPC:</strong> 085267233118</li><li><strong>Country of Origin:</strong> US</li><li><strong>Category:</strong> Air Cleaners &amp; Filters</li></ul>,Resideo,Air Cleaners & Filters,"Resideo, Air Cleaners & Filters, map-import-2609, revisar-cadastro",Draft,FALSE,Replacement 2-inch prefilter for the F500 whole house HEPA air cleaner. Minimum order quantity of 6.,MERGE,HONE-32006027-001/U,76.81,085267233118,0.5,lb,shopify,deny,TRUE,TRUE,US
resideo-32006028-001-u-replacement-hepa-filter-for-f500-hepa-air-cleaner,NEW,Resideo 32006028-001/U Replacement HEPA Filter for F500 HEPA Air Cleaner,<p>Replacement HEPA filter for the F500 whole house HEPA air cleaner.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32006028-001/U</li><li><strong>Fits:</strong> F500 whole house HEPA air cleaner</li><li><strong>UPC:</strong> 085267233125</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Air Cleaners &amp; Filters</li></ul>,Resideo,Air Cleaners & Filters,"Resideo, Air Cleaners & Filters, map-import-2609",Draft,FALSE,Replacement HEPA filter for the F500 whole house HEPA air cleaner.,MERGE,HONE-32006028-001/U,298.31,085267233125,1.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-32321051-001-u-uwp-16-pin-subbase-for-uwp-based-thermostats,NEW,Resideo 32321051-001/U UWP 16-Pin Subbase for UWP-Based Thermostats,<p>UWP 16-pin subbase for use on any UWP-based thermostat.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 32321051-001/U</li><li><strong>Pins:</strong> 16</li><li><strong>Works With:</strong> Any UWP-based thermostat</li><li><strong>UPC:</strong> 194159014909</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>,Resideo,Thermostat Accessories,"Resideo, Thermostat Accessories, map-import-2609, revisar-cadastro",Draft,FALSE,UWP 16-pin subbase for use on any UWP-based thermostat.,MERGE,HONE-32321051-001/U,6.41,194159014909,0.1,lb,shopify,deny,TRUE,TRUE,CN
resideo-386449-u-1-4-in-compression-nut-and-ferrule-0-65-in-long,NEW,"Resideo 386449/U 1/4 in Compression Nut and Ferrule, 0.65 in Long","<p>1/4 in compression nut and ferrule, 0.65 in long.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 386449/U</li><li><strong>Size:</strong> 1/4 in</li><li><strong>Length:</strong> 0.65 in</li><li><strong>UPC:</strong> 085267027823</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Ignition Components</li></ul>",Resideo,Gas Ignition Components,"Resideo, Gas Ignition Components, map-import-2609",Draft,FALSE,"1/4 in compression nut and ferrule, 0.65 in long.",MERGE,HONE-386449/U,4.43,085267027823,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-388146kp-u-lp-gas-orifice,NEW,Resideo 388146KP/U LP Gas Orifice,<p>LP gas orifice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 388146KP/U</li><li><strong>Gas:</strong> LP</li><li><strong>UPC:</strong> 085267028042</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Ignition Components</li></ul>,Resideo,Gas Ignition Components,"Resideo, Gas Ignition Components, map-import-2609, revisar-cadastro",Draft,FALSE,LP gas orifice.,MERGE,HONE-388146KP/U,25.80,085267028042,0.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-388146kr-u-0-014-in-lp-orifice-with-1-4-in-compression-fitting,NEW,Resideo 388146KR/U 0.014 in LP Orifice with 1/4 in Compression Fitting,"<p>Flat-style 0.014 in LP orifice with 1/4 in compression fitting, stamped KR14.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 388146KR/U</li><li><strong>Orifice Size:</strong> 0.014 in</li><li><strong>Gas:</strong> LP</li><li><strong>Fitting:</strong> 1/4 in compression</li><li><strong>Style:</strong> Flat</li><li><strong>Stamping:</strong> KR14</li><li><strong>UPC:</strong> 085267028059</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Ignition Components</li></ul>",Resideo,Gas Ignition Components,"Resideo, Gas Ignition Components, map-import-2609",Draft,FALSE,"Flat-style 0.014 in LP orifice with 1/4 in compression fitting, stamped KR14.",MERGE,HONE-388146KR/U,90.23,085267028059,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-388468d-u-0-010-in-lp-gas-orifice-with-1-4-in-compression-fitting,NEW,Resideo 388468D/U 0.010 in LP Gas Orifice with 1/4 in Compression Fitting,"<p>Flat-style 0.010 in LP gas orifice with 1/4 in compression fitting, stamped L10.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 388468D/U</li><li><strong>Orifice Size:</strong> 0.010 in</li><li><strong>Gas:</strong> LP</li><li><strong>Fitting:</strong> 1/4 in compression</li><li><strong>Style:</strong> Flat</li><li><strong>Stamping:</strong> L10</li><li><strong>UPC:</strong> 085267028158</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Ignition Components</li></ul>",Resideo,Gas Ignition Components,"Resideo, Gas Ignition Components, map-import-2609",Draft,FALSE,"Flat-style 0.010 in LP gas orifice with 1/4 in compression fitting, stamped L10.",MERGE,HONE-388468D/U,21.27,085267028158,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-390427e-u-3-4-in-npt-x-1-2-in-npt-reducer-bushing-pack-of-2,NEW,"Resideo 390427E/U 3/4 in NPT x 1/2 in NPT Reducer Bushing, Pack of 2",<p>Pack of two 3/4 in NPT x 1/2 in NPT reducer bushings for gas valves.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 390427E/U</li><li><strong>Size:</strong> 3/4 in NPT x 1/2 in NPT</li><li><strong>Quantity:</strong> 2</li><li><strong>UPC:</strong> 085267270670</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Valves</li></ul>,Resideo,Gas Valves,"Resideo, Gas Valves, map-import-2609",Draft,FALSE,Pack of two 3/4 in NPT x 1/2 in NPT reducer bushings for gas valves.,MERGE,HONE-390427E/U,14.57,085267270670,0.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-390686-1-u-0-010-in-orifice-stamped-bbr10,NEW,"Resideo 390686-1/U 0.010 in Orifice, Stamped BBR10","<p>0.010 in orifice, stamped BBR10.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 390686-1/U</li><li><strong>Orifice Size:</strong> 0.010 in</li><li><strong>Stamping:</strong> BBR10</li><li><strong>UPC:</strong> 085267028448</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Gas Ignition Components</li></ul>",Resideo,Gas Ignition Components,"Resideo, Gas Ignition Components, map-import-2609",Draft,FALSE,"0.010 in orifice, stamped BBR10.",MERGE,HONE-390686-1/U,4.14,085267028448,0.1,lb,shopify,deny,TRUE,TRUE,MX
