sku,titulo,perfil,preco_usd,peso_real_lb,volume_pol3,peso_dimensional_lb,lb_extra_faturado,razao_dim_real,acao
VEGA-32243,"Viega 32243 3/4"" x 300' Blue PureFlow PEX Tubing",Standard,246.3,33.0,7922.0,56.99,23.99,1.7,revisar cotacao
VEGA-32143,"Viega 32143 3/4"" x 300' Red PureFlow PEX Tubing",Standard,246.3,33.0,7922.0,56.99,23.99,1.7,revisar cotacao
OATE-11840,Oatey® 11840 1.25 in. - 1.5 in. Galvanized No-Calk 9 in. x 12.5 in. Base Roof Flashing,Standard,11.94,1.02,3456,24.86,23.84,24.4,revisar cotacao
OATE-14041,"Oatey® 14041 4"" Flex-Flash™ 11.5"" x 14"" base",Standard,6.17,1.04,3456,24.86,23.82,23.9,revisar cotacao
OATE-11866,Oatey® 11866 3 in. Galvanized 11 in. x 14-1/2 in. Base Roof Flashing,Standard,12.62,1.4,3456,24.86,23.46,17.8,revisar cotacao
VEGA-32061,"Viega 32061 1"" x 100' White PureFlow PEX Tubing",Standard,143.46,16.92,5582.0,40.15,23.23,2.4,revisar cotacao
CHER-271578,"Cherne® 271578 6"" Econ-O-Grip® Plug",Standard,18.57,1.69,3456,24.86,23.17,14.7,revisar cotacao
OATE-11879,Oatey® 11879 4 in. Galvanized No-Calk 12 in. x 15 in. Base Roof Flashing,Standard,14.16,1.93,3456,24.86,22.93,12.9,revisar cotacao
DURA-611000001501300,"Duravit 611000001501300 SensoWash Slim Elongated Bidet Toilet Seat in White, with Remote, Concealed Connections",General,2179.12,5.0,3834.0,27.58,22.58,5.5,mover p/ Freight ou Standard
SIOU-861-5,Sioux Chief 861-5 PVC Square Full Strainer with Lift Handle,Standard,33.41,5.35,3866.0,27.81,22.46,5.2,revisar cotacao
GROH-26.420000,Grohe 26420000 Thermostatic Shower System in GROHE CHROME,General,1085.14,1.0,3242.0,23.33,22.33,23.3,mover p/ Freight ou Standard
AMST-0476.028.020,American Standard 0476028.020 Aqualyn® Drop-In Sink With 4-Inch Centerset White,General,90.7,1.0,3199.0,23.02,22.02,23.0,mover p/ Freight ou Standard
GROH-23.792001,Single-Handle Freestanding Tub Faucet with 1.75 GPM Hand Shower in GROHE CHROME 23792001,General,2075.37,1.0,3193.0,22.97,21.97,23.0,mover p/ Freight ou Standard
GROH-26.490000,Grohe 26490000 Thermostatic Tub/Shower System in GROHE CHROME,General,1038.82,1.0,3169.0,22.8,21.8,22.8,mover p/ Freight ou Standard
ABSF-150-FTGMA-A,"Charlotte Pipe ABS-00111-0600 1-1/2"" ABS DWV Fitting Male Adapter - Spigot x MPT",Standard,5.73,6.0,3784.0,27.23,21.23,4.5,revisar cotacao
DURA-0305490017,"Duravit 0305490017 Starck 3 20 7/8"" Rectangular Undermount Sink in White with Overflow",General,331.5,1.0,3033.0,21.82,20.82,21.8,mover p/ Freight ou Standard
DURA-0454500000,"Duravit 0454500000 Vero 19 5/8"" Rectangular Wall Mounted Sink in White with Single Faucet Hole and with Overflow",General,853.12,1.0,2981.0,21.44,20.44,21.4,mover p/ Freight ou Standard
HGRO-26548001,"hansgrohe 26548001 Showerpipe 280 with Select Shower Controls, 1.75 GPM in Chrome",General,2731.5,1.0,2974.0,21.4,20.4,21.4,mover p/ Freight ou Standard
CTRO-ISVL066,"Centrotherm 6"" x 72"" - PolyPro Single Wall Vent Pipe",General,325.83,8.5,3955.0,28.46,19.96,3.3,mover p/ Freight ou Standard
SIOU-889-45AM,"Sioux Chief 889-45AM 3"" Spigot ABS DropKick Flush to Floor Offset Closet Flange with Stainle Stainless Steel Steel Swivel Ring",Standard,21.69,0.88,2894.0,20.82,19.94,23.7,revisar cotacao
SIOU-889-POTM,"Sioux Chief 889-POTM 3"" x 4"" PVC Full Flush 889-Series Gasketed Offset Closet Flange with TKO Knockout",Standard,16.26,0.9,2894.0,20.82,19.92,23.1,revisar cotacao
SIOU-889-AOTM,"Sioux Chief 889-AOTM 3"" x 4"" ABS Full Flush 889-Series Gasketed Offset Closet Flange with TKO Knockout",Standard,16.26,0.9,2894.0,20.82,19.92,23.1,revisar cotacao
SIOU-696-RG1010WF,Sioux Chief 696RG1010WF OxBox Ice Maker Box with Mini-Rester PEX F1960 Fire Rated,General,87.86,1.18,2928.0,21.07,19.89,17.9,mover p/ Freight ou Standard
SIOU-696-RG1010XF,Sioux Chief 696RG1010XF OxBox Ice Maker Box with Mini-Rester PEX F1807 Fire Rated,General,85.17,1.18,2928.0,21.07,19.89,17.9,mover p/ Freight ou Standard
RBRN-RC1620D4FP1,"Robern K-RC1620D4FP1 16"" x 4"" x 20"", Satin, Anodized Aluminum, Flat/Polished Mirror, Surface/Recessed Mount, 1-Door, Bathroom Medicine Cabinet",General,419.65,1.0,2898,20.85,19.85,20.8,mover p/ Freight ou Standard
SIOU-889-45PM,Sioux Chief 889-45PM 45 Deg Out with Swivel Ring Closet Flange -,Standard,21.69,0.98,2894.0,20.82,19.84,21.2,revisar cotacao
ELKA-PSR-1517-1,"Elkay PSR15171 Celebrity Stainless Steel 15"" x 17-1/2"" x 7-1/8"" 1-Hole Single Bowl Drop-in Bar Sink",Standard,511.19,8.0,3862.0,27.79,19.79,3.5,revisar cotacao
ELKA-ELUH-1511,"Elkay ELUH1511 Asana Stainless Steel 18"" x 14"" x 6"" Single Bowl Undermount Bathroom Sink",General,846.04,10.0,4131.0,29.72,19.72,3.0,mover p/ Freight ou Standard
VEGA-32023,"Viega 32023 1/2"" x 300' White PureFlow PEX Tubing",Standard,132.63,13.14,4565.0,32.84,19.7,2.5,revisar cotacao
MUST-360L,"E. L Mustee & Sons E.L. Mustee & Sons - DURABASE® (Shower Base) White, Barrier-Free, Rectangle (30"" x 60"" x 4"") 360L",Standard,646.42,50.0,9677.0,69.62,19.62,1.4,revisar cotacao
MUST-360R,"E. L Mustee & Sons E.L. Mustee & Sons - DURABASE® (Shower Base) White, Barrier-Free, Rectangle (30"" x 60"" x 4"") 360R",Standard,646.42,50.0,9677.0,69.62,19.62,1.4,revisar cotacao
SIOU-861-51,Sioux Chief 861-51 Open-Half Strainer PVC,Standard,25.61,1.58,2894.0,20.82,19.24,13.2,revisar cotacao
TOTO-CT446CUGT40-01,"Toto USA CT446CUGT40#01 - Aquia® IV, 1G®, WASHLET®+ S550e, Cotton, Elongated Bowl - 0.8/1 GPF",Standard,413.4,40.0,8220.0,59.13,19.13,1.5,revisar cotacao
TOTO-CT446CUGT40-12,"Toto USA CT446CUGT40#12 - Aquia® IV 1G®, Sedona Beige, Elongated Bowl - 1/0.8 GPF",Standard,459.42,40.0,8220.0,59.13,19.13,1.5,revisar cotacao
SIOU-832-4PF,"Sioux Chief 4"" Solvent Weld FinishLine Rough-In Drain Body Only PVC 832-4PF",Standard,24.22,1.78,2894.0,20.82,19.04,11.7,revisar cotacao
ELKA-LRAD-1316-65-3,"Elkay LRAD1316653 Lustertone Classic Stainless Steel 13"" x 16"" x 6-1/2"" 3-Hole Single Bowl Drop-in ADA Sink",Standard,757.89,9.5,3961.0,28.49,18.99,3.0,revisar cotacao
VEGA-11400,"Viega 11400 5/16"" x 250' Red Stripe on Black O2 Barrier PEX Tubing",Standard,236.83,10.0,4026.0,28.96,18.96,2.9,revisar cotacao
SIOU-834-4PF,"Sioux Chief 4"" Solvent Weld FinishLine Rough-In Drain Body Only PVC 834-4PF",Standard,27.81,1.9,2894.0,20.82,18.92,11.0,revisar cotacao
SIOU-832-4HNQ,"Sioux Chief 832-4HNQ 4"" FinishLine Top Only with Square Grate 5-7/8"" Nickel Bronze Finish",General,98.67,1.98,2894.0,20.82,18.84,10.5,mover p/ Freight ou Standard
MILW-48-22-8201,Milwaukee Tools 48-22-8201 Ultimate Jobsite Backpack,General,228.21,6.82,3567.0,25.66,18.84,3.8,mover p/ Freight ou Standard
SIOU-832-4HNR,"Sioux Chief 832-4HNR 4"" FinishLine Top Only with Round Grate 5-1/2"" Nickel Bronze Finish",General,66.38,2.0,2894.0,20.82,18.82,10.4,mover p/ Freight ou Standard
SIOU-821-HA2,"Sioux Chief 821-HA2 ABS 2"" Shower Drain Base & Collar",Standard,7.5,0.88,2738.0,19.7,18.82,22.4,revisar cotacao
SIOU-821-200A,"Sioux Chief 821-200A ABS 2"" Shower Drain Matte Stainless Steel Round Grate 4-7/16""",Standard,13.38,0.83,2720.0,19.56,18.73,23.6,revisar cotacao
SIOU-884-PTM,"Sioux Chief 884-PTM 3"" H PVC Stainle Stainless Steel Ring Knockout closet flange flush fit",Standard,9.24,0.93,2720.0,19.56,18.63,21.0,revisar cotacao
SIOU-821-200P,"Sioux Chief 821-200P PVC 2"" Shower Drain Matte Stainless Steel Round Grate 4-7/16""",Standard,13.38,1.27,2720.0,19.56,18.29,15.4,revisar cotacao
AMST-9512.999.020,American Standard 9512999.020 Wall-Hung Clinic Service Sink White,General,1101.86,73.6,12735.0,91.62,18.02,1.2,mover p/ Freight ou Standard
ELKA-ELUH-1811,"Elkay ELUH1811 Asana Stainless Steel 19-1/2"" x 13-5/16"" x 6-1/4"" Single Bowl Undermount Bathroom Sink",General,903.82,11.7,4131.0,29.72,18.02,2.5,mover p/ Freight ou Standard
SIOU-832-36PF,"Sioux Chief 3"" Solvent Weld FinishLine Rough-In Drain Body Only PVC 832-36PF",Standard,24.22,1.59,2720.0,19.56,17.97,12.3,revisar cotacao
SIOU-834-3PF,"Sioux Chief 3"" Solvent Weld FinishLine Rough-In Drain Body Only PVC 834-3PF",Standard,27.81,1.69,2720.0,19.56,17.87,11.6,revisar cotacao
ELKA-ELUHAD-1316-50,"Elkay ELUHAD131650 Lustertone Classic Stainless Steel 16"" x 18-1/2"" x 4-7/8"" Single Bowl Undermount ADA Sink",General,636.39,10.4,3912.0,28.14,17.74,2.7,mover p/ Freight ou Standard
SIOU-860-U,Sioux Chief 860-U Polymer Debris Bucket for 860 Drain,Standard,14.46,3.13,2894.0,20.82,17.69,6.7,revisar cotacao
SIOU-832-2AF,"Sioux Chief 832-2AF 2"" Solvent Weld FinishLine Rough-In Drain Body Only ABS",Standard,24.22,1.98,2720.0,19.56,17.58,9.9,revisar cotacao
SIOU-832-36AF,"Sioux Chief 3"" Solvent Weld FinishLine Rough-In Drain Body Only ABS 832-36AF",Standard,24.22,1.98,2720.0,19.56,17.58,9.9,revisar cotacao
PDWV-150CAP-P,"Charlotte Pipe PVC-00116-0600 1-1/2"" PVC DWV Cap - Socket",Standard,3.96,0.81,2556.0,18.39,17.58,22.7,revisar cotacao
SIOU-832-4AF,"Sioux Chief 4"" Solvent Weld FinishLine Rough-In Drain Body Only ABS 832-4AF",Standard,24.22,1.98,2720.0,19.56,17.58,9.9,revisar cotacao
SIOU-832-2PF,"Sioux Chief 832-2PF 2"" Solvent Weld FinishLine Rough-In Drain Body Only PVC",Standard,24.22,2.04,2720.0,19.56,17.52,9.6,revisar cotacao
ELKA-PSRADQ-1919-55L-MR2,"Elkay PSRADQ191955LMR2 Celebrity Stainless Steel 19-1/2"" x 19"" x 5-1/2"" MR2-Hole Single Bowl Drop-in ADA Sink with Quick-clip and Left Drain",General,543.78,14.7,4463.0,32.1,17.4,2.2,mover p/ Freight ou Standard
DURA-0330480017,"Duravit 0330480017 Vero 19 1/8"" Rectangular Undermount Sink in White with Overflow",General,424.12,1.0,2550.0,18.35,17.35,18.3,mover p/ Freight ou Standard
MPEX-1720030,"MrPEX Systems 1720030 1/2"" x 300' Red Potable PEX-a Tubing",Standard,253.84,13.14,4232,30.45,17.31,2.3,revisar cotacao
MOEN-28974,Moen Tool 28974 Box,General,450.0,0.52,2442.0,17.57,17.05,33.8,mover p/ Freight ou Standard
GERB-D481027BN,"Gerber D481027BN 15"" Right Angle Showerarm w/ Escutcheon Brushed Nickel",General,62.37,1.09,2506.0,18.03,16.94,16.5,mover p/ Freight ou Standard
GERB-D481027,"Gerber D481027 15"" Right Angle Showerarm w/ Escutcheon Chrome",General,47.79,1.09,2506.0,18.03,16.94,16.5,mover p/ Freight ou Standard
VEGA-11425,"Viega 11425 1/2"" x 300' Red Stripe on Black O2 Barrier PEX Tubing",Standard,252.62,17.5,4786.0,34.43,16.93,2.0,revisar cotacao
GERB-D606225BN,"Gerber D606225BN 5 1/2"" Wall Mount Tub Spout with Diverter Brushed Nickel",General,56.7,1.11,2488.0,17.9,16.79,16.1,mover p/ Freight ou Standard
VEGA-32223,"Viega 32223 1/2"" x 300' Blue PureFlow PEX Tubing",Standard,132.63,16.05,4565.0,32.84,16.79,2.0,revisar cotacao
VEGA-32123,"Viega 1/2"" x 300' Red PureFlow PEX Tubing 32123",Standard,132.63,16.05,4565.0,32.84,16.79,2.0,revisar cotacao
SIOU-863-335SR,"Sioux Chief 863-335SR 3"" Solvent Weld Round Above-Grade Floor Drain 5-1/2"" Top Stainle Stainless Steel Steel Finish",Standard,92.4,2.82,2720.0,19.56,16.74,6.9,revisar cotacao
GERB-D495002BN,"Gerber D495002BN 1 1/4"" Metal Pop-Up Drain Assembly with Lift Brushed Nickel",Standard,48.6,0.7,2419.0,17.4,16.7,24.9,revisar cotacao
GERB-D495002,"Gerber D495002 1 1/4"" Metal Pop-Up Drain Assembly with Lift Chrome",General,37.26,0.7,2419.0,17.4,16.7,24.9,mover p/ Freight ou Standard
SIOU-869-S4A,"Sioux Chief 869-S4A 4"" ABS Backwater Valve",Standard,58.32,2.9,2720.0,19.56,16.66,6.7,revisar cotacao
GROH-26.128002,"Grohe 26128002 260 CoolTouch® Thermostatic Shower System, 1.75 gpm in GROHE CHROME",General,997.82,1.0,2453.0,17.65,16.65,17.6,mover p/ Freight ou Standard
ELKA-EZSTL8LC,Elkay EZSTL8LC Versatile Wall Mount Bi-level ADA Cooler Non-filtered Refrigerated Light Gray Granite,General,1706.68,83.0,13812.0,99.36,16.36,1.2,mover p/ Freight ou Standard
DELT-58810-PR,"Delta 58810-PR Universal Emerge® 18"" Round Shower Column Lumicoat® Chrome",General,404.33,1.0,2389.0,17.19,16.19,17.2,mover p/ Freight ou Standard
MPEX-1230050,"MrPEX Systems 1230050 5/8"" x 500' Red O2 Barrier PEX-a Tubing",Standard,779.64,29.2,6300,45.32,16.12,1.6,revisar cotacao
SIOU-869-S4P,"Sioux Chief 869-S4P 4"" PVC Backwater Valve",Standard,58.32,3.7,2720.0,19.56,15.86,5.3,revisar cotacao
SIOU-861-2PX,"Sioux Chief 861-2PX 2"" Spigot End PVC Floor Sink",Standard,65.49,5.31,2894.0,20.82,15.51,3.9,revisar cotacao
SIOU-861-3PX,"Sioux Chief 861-3PX 3"" Solvent Weld Square Floor Sink with Sink Only No Strainer PVC Body",Standard,65.49,5.35,2894.0,20.82,15.47,3.9,revisar cotacao
ZOEL-30-0020,"Zoeller Pump 30-0020 2"" COMPRESSION UNICHECK",General,111.91,1.7,2362.0,17.0,15.3,10.0,mover p/ Freight ou Standard
DXVF-D29030CS416-415,DXV D29030CS416-415 AT200LS Dual Flush Elongated SpaLet Bidet Toilet in CANVAS WHITE,Standard,7447.2,110.2,17394.0,125.14,14.94,1.1,revisar cotacao
SIOU-230-0105101,"Sioux Chief 230-0105101 1-1/4"" P-Trap le Stainless Steel Trap Adapter PVC",Standard,2.21,0.64,2135.0,15.36,14.72,24.0,revisar cotacao
ELKA-LRAD-1918-55-3,"Elkay LRAD1918553 Lustertone Classic Stainless Steel 19"" x 18"" x 5-1/2"" 3-Hole Single Bowl Drop-in ADA Sink",General,866.06,13.5,3912.0,28.14,14.64,2.1,mover p/ Freight ou Standard
TOTO-TS630C2-CP,Toto TS630C2-CP UPTON CONTROL TRIM 1-WAY BRASS-Polished Chrome,General,220.42,4.4,2592.0,18.65,14.25,4.2,mover p/ Freight ou Standard
SIOU-660-TSX88,Sioux Chief Stub Out MINI-Rester 660-TSX88,General,41.28,0.73,2054.0,14.78,14.05,20.2,mover p/ Freight ou Standard
VEGA-32041,"Viega 32041 3/4"" x 100' White PureFlow PEX Tubing",Standard,82.11,10.18,3364,24.2,14.02,2.4,revisar cotacao
VEGA-32141,"Viega 32141 3/4"" x 100' Red PureFlow PEX Tubing",Standard,82.11,10.23,3364,24.2,13.97,2.4,revisar cotacao
VEGA-32241,"Viega 32241 3/4"" x 100' Blue PureFlow PEX Tubing",Standard,82.11,10.23,3364,24.2,13.97,2.4,revisar cotacao
SIOU-888-AM,"Sioux Chief 888-AM 3"" Inside ABS Open Closet Flange with Stainle Stainless Steel Steel Swivel Ring & 4"" Tailpiece",Standard,13.12,0.84,2054.0,14.78,13.94,17.6,revisar cotacao
DURA-0710500000,"Duravit 0710500000 Happy D.2 19 5/8"" Rectangular Wall Mounted Sink in White with Single Faucet Hole and with Overflow",General,429.0,1.0,2061.0,14.83,13.83,14.8,mover p/ Freight ou Standard
RBRN-POMM,"Robern K-POMM Magnifying, Pull-Out, Bathroom Mirror",General,386.1,1.0,2049.0,14.74,13.74,14.7,mover p/ Freight ou Standard
SIOU-869-6P,"Sioux Chief 869-6P 6"" PVC Hub Backwater Valve",General,301.12,1.13,2067.0,14.87,13.74,13.2,mover p/ Freight ou Standard
DURA-612001011041310,"Duravit 612001011041310 SensoWash Starck f Elongated Bidet Toilet Seat in White, with Remote & App Control, Concealed Connections",General,4363.12,22.71,5053.0,36.35,13.64,1.6,mover p/ Freight ou Standard
SIOU-842-2PNQ,"Sioux Chief 842-2PNQ 2"" Solvent Weld Complete Adjustable Floor Drain with Square Grate 5-7/8"" Nickel Bronze Finish PVC Body",General,92.4,1.21,2054.0,14.78,13.57,12.2,mover p/ Freight ou Standard
TOTO-WT173MA,TOTO® DUOFIT® In-Wall Dual Flush 1.28 and 0.9 GPF Tank System with WASHLET®+ Auto Flush Ready Copper Supply Line - WT173MA,Standard,1164.54,40.0,7442.0,53.54,13.54,1.3,revisar cotacao
TOTO-WT173M,"TOTO® DUOFIT® In-Wall Dual Flush 1.28 and 0.9 GPF Tank System, Copper Supply Line - WT173M",Standard,989.37,40.0,7442.0,53.54,13.54,1.3,revisar cotacao
SIOU-672WV0444,"Sioux Chief 672WV0444 1"" Male Sweat Manifold 12 Port 1/2"" Male Sweat",General,126.19,2.0,2154.0,15.49,13.49,7.7,mover p/ Freight ou Standard
AMST-3437A.101.020,American Standard 3437A101.020 Colony®3 Chair-Height Elongated Bowl White,Standard,201.39,40.0,7421.0,53.39,13.39,1.3,revisar cotacao
TOTO-CT746CUG-01,"Toto USA CT746CUG#01 - Drake®, 1G®, Cotton, Elongated Bowl - 1.28/0.8 GPF",Standard,179.4,40.0,7417.0,53.36,13.36,1.3,revisar cotacao
DURA-08571800002,Duravit 08571800002 D-Code Sink Shroud in White,General,292.5,1.0,1957.0,14.08,13.08,14.1,mover p/ Freight ou Standard
AMST-6590.001.020,American Standard 6590001.020 Washbrook® 0.125 - 1.0 gpf (0.47 - 3.8 Lpf) Top Spud Urinal White,General,306.25,71.0,11668.0,83.94,12.94,1.2,mover p/ Freight ou Standard
AMST-6515.001.020,American Standard 6515001.020 Washbrook 0.125 -1.0 gpf (0.47 - 3.8 Lpf) Back Spud Urinal White,General,382.81,71.0,11668.0,83.94,12.94,1.2,mover p/ Freight ou Standard
AMST-3706.216.020,American Standard 3706216.020 H2Option® and H2Optimum® Standard Height Elongated Bowl White,Standard,192.24,48.2,8429.0,60.64,12.44,1.3,revisar cotacao
SIOU-525-161PB,"Sioux Chief 525-161PB Twisted bracket with one plastic bend support for 16"" Stud Bay",Standard,6.69,0.52,1749.0,12.58,12.06,24.2,revisar cotacao
SIOU-525-2412,"Sioux Chief 525-2412 StrongArm Bracket with one 1/2"" LockBlock for 24"" Stud Bays",Standard,5.56,0.61,1749.0,12.58,11.97,20.6,revisar cotacao
CTRO-ISVL082,"Centrotherm 8"" x 24"" - PolyPro Single Wall Vent Pipe",General,191.9,3.45,2144.0,15.42,11.97,4.5,mover p/ Freight ou Standard
GROH-27.867001,"Grohe 27867001 260 Shower System, 2.5 gpm in GROHE CHROME",General,874.8,15.3,3785.0,27.23,11.93,1.8,mover p/ Freight ou Standard
ELKA-EZS8L,Elkay EZS8L Wall Mount ADA Cooler Non-filtered Refrigerated Light Gray Granite,General,1022.55,59.0,9854.0,70.89,11.89,1.2,mover p/ Freight ou Standard
CHER-270040,Cherne® 270040 4 in. Test-Ball® Plug,General,65.05,0.56,1728,12.43,11.87,22.2,mover p/ Freight ou Standard
ROHL-RC1818WH,"Shaws RC1818WH Lancaster™ 18"" Single Bowl Square Fireclay Bar/Food Prep Kitchen Sink in White (WH)",General,1538.55,17.7,4107.0,29.55,11.85,1.7,mover p/ Freight ou Standard
CHER-271713,Cherne® 271713 3 in. Clean-Seal® Plug,General,62.04,0.8,1728,12.43,11.63,15.5,mover p/ Freight ou Standard
ELKA-BLR15162,"Elkay BLR15162 Lustertone Classic Stainless Steel 15"" x 15"" x 7-1/8"" 2-Hole Single Bowl Drop-in Bar Sink with 3-1/2"" Drain in Lustrous Satin",General,759.36,11.5,3214.0,23.12,11.62,2.0,mover p/ Freight ou Standard
WHIT-IG16,J.C. Whitlam IG16 BLUE MAGIC Industrial Grade Thread Sealant - 1 Pint,General,28.04,0.84,1728,12.43,11.59,14.8,mover p/ Freight ou Standard
SMIT-28-ST,"Smitty Pan 28-ST 28"" - Round Metal Water Heater Pan, Side Drain Hole",General,57.18,1.0,1728,12.43,11.43,12.4,mover p/ Freight ou Standard
CHER-271020,Cherne® 271020 2 in. Long Test-Ball® Plug,General,100.44,1.1,1728,12.43,11.33,11.3,mover p/ Freight ou Standard
BRPN-150-CLS,"Legend Valve 311-140 1-1/2"" x Close Red Brass Pipe Nipple",Standard,13.65,37.0,6716.0,48.32,11.32,1.3,revisar cotacao
MOEN-62320,Moen 62320 M-Pact Posi-Temp Tub and Shower Valve Sweat,General,119.93,1.47,1764.0,12.69,11.22,8.6,mover p/ Freight ou Standard
MOEN-62385,Moen 62385 M-Pact Posi-Temp Tub and Shower Rough In Valve with PEX Connections and Stops,General,145.8,1.48,1764.0,12.69,11.21,8.6,mover p/ Freight ou Standard
DURA-0481570000,"Duravit 0481570000 Design Classics 22 5/8"" Oval Undermount Sink in White with Overflow",General,199.88,17.64,4003.0,28.79,11.15,1.6,mover p/ Freight ou Standard
CHER-271721,Cherne® 271721 4 in. Clean-Seal® Plug,General,71.88,1.3,1728,12.43,11.13,9.6,mover p/ Freight ou Standard
MOEN-62380,Moen 62380 M-Pact 1/2 in. Posi-Temp Pressure Balancing Valve,General,119.93,1.58,1764.0,12.69,11.11,8.0,mover p/ Freight ou Standard
MOEN-62300,Moen 62300 M-Pact Posi-Temp Tub and Shower Valve,General,119.93,1.58,1764.0,12.69,11.11,8.0,mover p/ Freight ou Standard
MOEN-62370,"Moen 62370 M-Pact Moen Posi-Temp Valve, 1/2 In. Connection, 1/4 Turn Stops, 12 Per Case",General,145.8,1.6,1764.0,12.69,11.09,7.9,mover p/ Freight ou Standard
MOEN-62360,Moen 62360 M-Pact Posi-Temp Tub and Shower Rough In Valve with Crimp PEX/CC Connections and Stops,General,145.8,1.64,1764.0,12.69,11.05,7.7,mover p/ Freight ou Standard
TOTO-C454CUFGT40-12,"Toto USA C454CUFGT40#12 - Drake® II 1G®, WASHLET®+ S500e, Sedona Beige, Elongated Bowl - 1.28 GPF",Standard,569.4,40.0,7087.0,50.98,10.98,1.3,revisar cotacao
SMIT-22-NH,"Smitty Pan 22-NH 22"" - Round Metal Water Heater Pan, Straight Side No Hole",Standard,34.74,1.6,1728,12.43,10.83,7.8,revisar cotacao
SMIT-22-S,"Smitty Pan 22-S 22"" - Round Metal Water Heater Pan, Straight Side Side Hole",Standard,34.74,1.6,1728,12.43,10.83,7.8,revisar cotacao
SMIT-19-NH,"Smitty Pan 19-NH 19"" - Round Metal Water Heater Pan, Straight Side No Hole",Standard,29.84,1.6,1728,12.43,10.83,7.8,revisar cotacao
MOEN-62390,Moen 62390 M-Pact Posi-Temp Tub and Shower Valve IPS Bulk,General,145.8,1.86,1764.0,12.69,10.83,6.8,mover p/ Freight ou Standard
SMIT-19-S,Smitty Pan 19-S Round Metal Water Heater Pan,Standard,29.84,1.6,1728,12.43,10.83,7.8,revisar cotacao
SIOU-672X1240,"Sioux Chief 1"" Male Sweat Manifold 4 Port 1/2"" F1960 672X1240",General,70.52,1.77,1749.0,12.58,10.81,7.1,mover p/ Freight ou Standard
SIOU-869-S3AS,"Sioux Chief 869-S3AS 3"" ABS Backwater & Sleeve Kit",Standard,79.09,4.05,2054.0,14.78,10.73,3.6,revisar cotacao
SMIT-30-LD-NH,"Smitty Pan 30-LD-NH 30"" - Round Metal Water Heater Pan, Light Duty No Hole",General,62.04,1.75,1728,12.43,10.68,7.1,mover p/ Freight ou Standard
SMIT-36-NH,"Smitty Pan 36-NH 36"" - Round Metal Water Heater Pan, No Hole",General,89.8,1.75,1728,12.43,10.68,7.1,mover p/ Freight ou Standard
SMIT-31-WM-NH,"Smitty Pan 31-WM-NH Washing Machine Pan, No Hole Square",General,89.47,1.75,1728,12.43,10.68,7.1,mover p/ Freight ou Standard
TOTO-C776CEG-01,"TOTO® Drake® Elongated TORNADO FLUSH® Toilet Bowl with CEFIONTECT®, Cotton White - C776CEG#01",Standard,195.78,42.7,7417.0,53.36,10.66,1.2,revisar cotacao
TOTO-C776CEG-12,"TOTO® Drake® Elongated TORNADO FLUSH® Toilet Bowl with CEFIONTECT®, Sedona Beige - C776CEG#12",Standard,225.42,42.7,7417.0,53.36,10.66,1.2,revisar cotacao
TOTO-C776CEGT40-01,"TOTO® Drake® Elongated TORNADO FLUSH® Toilet Bowl, WASHLET®+ Ready, Cotton White - C776CEGT40#01",Standard,195.78,42.7,7417.0,53.36,10.66,1.2,revisar cotacao
TOTO-C776CEG-11,"TOTO® Drake® Elongated TORNADO FLUSH® Toilet Bowl with CEFIONTECT®, Colonial White - C776CEG#11",Standard,179.4,42.7,7417.0,53.36,10.66,1.2,revisar cotacao
